duration_conf,init_conf,jours_confinement,nbIr,nbR,nbS,nb_confinement,pic_max,relesae_conf,seed
10.0,52.1106133534765,4.25,0.0,199.0,1.0,2.0,190.0,78.95773447687587,391080150
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,174.0,78.95773447687587,1149732831
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,195.0,78.95773447687587,-692213620
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,194.0,78.95773447687587,-1207471420
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,192.0,78.95773447687587,798048433
10.0,52.1106133534765,4.25,0.0,200.0,0.0,2.0,182.0,78.95773447687587,-1895724961
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,196.0,78.95773447687587,1788852211
10.0,52.1106133534765,3.5,0.0,200.0,0.0,2.0,192.0,78.95773447687587,-1416967986
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,193.0,78.95773447687587,-1615130951
10.0,52.1106133534765,4.75,0.0,200.0,0.0,2.0,186.0,78.95773447687587,-2030573809
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,196.0,78.95773447687587,1809170563
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,192.0,78.95773447687587,98423560
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,192.0,78.95773447687587,113094646
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,196.0,78.95773447687587,2099671575
10.0,52.1106133534765,4.5,0.0,200.0,0.0,2.0,193.0,78.95773447687587,-1168687549
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,197.0,78.95773447687587,208349565
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,193.0,78.95773447687587,1728443555
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,195.0,78.95773447687587,569215418
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,187.0,78.95773447687587,498532148
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,194.0,78.95773447687587,288851683
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,191.0,78.95773447687587,1482348559
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,194.0,78.95773447687587,1371998302
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,193.0,78.95773447687587,123971681
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,195.0,78.95773447687587,1992692455
10.0,52.1106133534765,4.75,0.0,199.0,1.0,2.0,189.0,78.95773447687587,1279058528
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,197.0,78.95773447687587,2072429540
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,177.0,78.95773447687587,-1324635741
10.0,52.1106133534765,3.75,0.0,200.0,0.0,2.0,191.0,78.95773447687587,525638381
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,191.0,78.95773447687587,-207122556
10.0,52.1106133534765,5.0,0.0,198.0,2.0,2.0,178.0,78.95773447687587,-587401799
10.0,52.1106133534765,2.5,0.0,199.0,1.0,2.0,189.0,78.95773447687587,1616031284
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,198.0,78.95773447687587,766967754
10.0,52.1106133534765,3.0,0.0,199.0,1.0,2.0,184.0,78.95773447687587,2114188728
10.0,52.1106133534765,3.5,0.0,200.0,0.0,2.0,192.0,78.95773447687587,-795438087
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,196.0,78.95773447687587,1561255169
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,182.0,78.95773447687587,837621093
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,186.0,78.95773447687587,1656719559
10.0,52.1106133534765,3.5,0.0,200.0,0.0,2.0,195.0,78.95773447687587,-1282694224
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,198.0,78.95773447687587,1264857830
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,182.0,78.95773447687587,809087248
10.0,52.1106133534765,3.5,0.0,200.0,0.0,2.0,194.0,78.95773447687587,-1075740161
10.0,52.1106133534765,3.25,0.0,200.0,0.0,2.0,193.0,78.95773447687587,676839256
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,192.0,78.95773447687587,-1955432706
10.0,52.1106133534765,3.75,0.0,200.0,0.0,2.0,187.0,78.95773447687587,-1786342406
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,190.0,78.95773447687587,975850053
10.0,52.1106133534765,2.5,0.0,198.0,2.0,1.0,194.0,78.95773447687587,-799205670
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,190.0,78.95773447687587,336325299
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,195.0,78.95773447687587,96457807
10.0,52.1106133534765,5.0,0.0,200.0,0.0,2.0,176.0,78.95773447687587,-708661769
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,197.0,78.95773447687587,79431657
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,195.0,78.95773447687587,-581375156
10.0,52.1106133534765,5.0,0.0,199.0,1.0,2.0,167.0,78.95773447687587,1601931981
10.0,52.1106133534765,4.25,0.0,198.0,2.0,2.0,192.0,78.95773447687587,-1130067746
44.42975115810355,1.0,45.0,0.0,82.0,118.0,5.0,65.0,5.2911666315600305,-1964705122
44.42975115810355,1.0,34.75,0.0,101.0,99.0,4.0,95.0,5.2911666315600305,212452134
44.42975115810355,1.0,34.75,0.0,85.0,115.0,4.0,78.0,5.2911666315600305,984351528
44.42975115810355,1.0,45.75,0.0,62.0,138.0,5.0,53.0,5.2911666315600305,1110991080
10.0,52.1106133534765,2.5,0.0,200.0,0.0,1.0,192.0,78.95773447687587,-637990049
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,179.0,78.95773447687587,-589726711
44.42975115810355,1.0,67.75,0.0,102.0,98.0,7.0,55.0,5.2911666315600305,1254389953
10.0,52.1106133534765,2.5,0.0,199.0,1.0,1.0,194.0,78.95773447687587,-1454158078
44.42975115810355,1.0,45.25,0.0,94.0,106.0,5.0,75.0,5.2911666315600305,1517898918
10.0,52.1106133534765,2.5,0.0,198.0,2.0,1.0,189.0,78.95773447687587,-1443271799
10.0,52.1106133534765,2.5,0.0,198.0,2.0,2.0,193.0,78.95773447687587,1754105044
10.0,52.1106133534765,3.0,0.0,199.0,1.0,2.0,186.0,78.95773447687587,-369452010
44.42975115810355,1.0,45.75,0.0,95.0,105.0,5.0,72.0,5.2911666315600305,725984858
44.42975115810355,1.0,35.0,0.0,91.0,109.0,4.0,76.0,5.2911666315600305,1955427439
44.42975115810355,1.0,54.0,0.0,88.0,112.0,5.0,65.0,5.2911666315600305,1115347802
44.42975115810355,1.0,45.75,0.0,99.0,101.0,5.0,81.0,5.2911666315600305,1623646361
44.42975115810355,1.0,67.75,0.0,81.0,119.0,7.0,54.0,5.2911666315600305,1176773715
44.42975115810355,1.0,56.75,0.0,97.0,103.0,6.0,70.0,5.2911666315600305,1192764645
44.42975115810355,1.0,55.75,0.0,98.0,102.0,6.0,68.0,5.2911666315600305,-845275828
44.42975115810355,1.0,55.25,0.0,88.0,112.0,6.0,58.0,5.2911666315600305,1621761299
44.42975115810355,1.0,67.75,0.0,89.0,111.0,7.0,71.0,5.2911666315600305,329923238
44.42975115810355,1.0,60.0,0.0,81.0,119.0,6.0,53.0,5.2911666315600305,-1700890302
44.42975115810355,1.0,34.75,0.0,87.0,113.0,4.0,78.0,5.2911666315600305,-1457552619
44.42975115810355,1.0,34.75,0.0,70.0,130.0,4.0,68.0,5.2911666315600305,965654114
44.42975115810355,1.0,47.75,0.0,71.0,129.0,5.0,58.0,5.2911666315600305,1423745545
44.42975115810355,1.0,34.25,0.0,87.0,113.0,4.0,82.0,5.2911666315600305,1430116146
44.42975115810355,1.0,56.75,0.0,123.0,77.0,6.0,69.0,5.2911666315600305,-247450079
44.42975115810355,1.0,56.0,0.0,110.0,90.0,6.0,87.0,5.2911666315600305,1573846369
44.42975115810355,1.0,67.75,0.0,116.0,84.0,7.0,69.0,5.2911666315600305,280741294
44.42975115810355,1.0,45.75,0.0,90.0,110.0,5.0,65.0,5.2911666315600305,212846392
44.42975115810355,1.0,44.75,0.0,83.0,117.0,5.0,74.0,5.2911666315600305,-760014131
44.42975115810355,1.0,56.75,0.0,89.0,111.0,6.0,66.0,5.2911666315600305,796983089
44.42975115810355,1.0,33.5,0.0,80.0,120.0,4.0,79.0,5.2911666315600305,321157734
44.42975115810355,1.0,45.75,0.0,101.0,99.0,5.0,73.0,5.2911666315600305,496206376
44.42975115810355,1.0,45.75,0.0,86.0,114.0,5.0,66.0,5.2911666315600305,-1792185047
44.42975115810355,1.0,34.75,0.0,65.0,135.0,4.0,63.0,5.2911666315600305,1721204340
44.42975115810355,1.0,44.5,0.0,57.0,143.0,5.0,42.0,5.2911666315600305,-469461039
44.42975115810355,1.0,34.75,0.0,72.0,128.0,4.0,58.0,5.2911666315600305,-854199402
44.42975115810355,1.0,45.0,0.0,106.0,94.0,5.0,84.0,5.2911666315600305,721315109
44.42975115810355,1.0,45.75,0.0,106.0,94.0,5.0,62.0,5.2911666315600305,-56733525
44.42975115810355,1.0,45.75,0.0,91.0,109.0,5.0,68.0,5.2911666315600305,2085857954
44.42975115810355,1.0,34.75,0.0,89.0,111.0,4.0,76.0,5.2911666315600305,-635981572
44.42975115810355,1.0,34.75,0.0,110.0,90.0,4.0,95.0,5.2911666315600305,780549713
44.42975115810355,1.0,34.75,0.0,86.0,114.0,4.0,73.0,5.2911666315600305,-841146836
44.42975115810355,1.0,34.75,0.0,96.0,104.0,4.0,85.0,5.2911666315600305,1862241824
44.42975115810355,1.0,45.75,0.0,111.0,89.0,5.0,77.0,5.2911666315600305,1100960811
44.42975115810355,1.0,45.75,0.0,119.0,81.0,5.0,88.0,5.2911666315600305,-1590893472
44.42975115810355,1.0,33.75,0.0,74.0,126.0,4.0,73.0,5.2911666315600305,-2054332982
44.42975115810355,1.0,56.75,0.0,85.0,115.0,6.0,57.0,5.2911666315600305,-1060657232
44.42975115810355,1.0,67.75,0.0,75.0,125.0,7.0,57.0,5.2911666315600305,-2093959155
44.42975115810355,1.0,45.75,0.0,102.0,98.0,5.0,74.0,5.2911666315600305,1322261942
44.42975115810355,1.0,53.75,0.0,130.0,70.0,5.0,98.0,5.2911666315600305,707161271
44.42975115810355,1.0,45.75,0.0,56.0,144.0,5.0,46.0,5.2911666315600305,-515313435
44.42975115810355,1.0,34.75,0.0,49.0,151.0,4.0,45.0,5.2911666315600305,-202044895
44.42975115810355,1.0,23.75,0.0,68.0,132.0,3.0,68.0,5.2911666315600305,-1876902281
44.42975115810355,1.0,68.0,0.0,92.0,108.0,7.0,66.0,5.2911666315600305,667225986
44.42975115810355,1.0,26.25,0.0,72.0,128.0,3.0,71.0,5.2911666315600305,1856251471
44.42975115810355,1.0,44.25,0.0,88.0,112.0,4.0,74.0,5.2911666315600305,-1934901587
44.42975115810355,1.0,48.25,0.0,104.0,96.0,5.0,77.0,5.2911666315600305,111134077
44.42975115810355,1.0,56.75,0.0,100.0,100.0,6.0,69.0,5.2911666315600305,40769403
44.42975115810355,1.0,57.0,0.0,85.0,115.0,6.0,63.0,5.2911666315600305,-1719264146
44.42975115810355,1.0,34.75,0.0,91.0,109.0,4.0,83.0,5.2911666315600305,-716010921
44.42975115810355,1.0,45.75,0.0,98.0,102.0,5.0,77.0,5.2911666315600305,-1770637540
44.42975115810355,1.0,45.75,0.0,90.0,110.0,5.0,74.0,5.2911666315600305,-820017921
44.42975115810355,1.0,35.0,0.0,62.0,138.0,4.0,58.0,5.2911666315600305,345840508
44.42975115810355,1.0,34.75,0.0,52.0,148.0,4.0,47.0,5.2911666315600305,1947917747
44.42975115810355,1.0,34.75,0.0,93.0,107.0,4.0,68.0,5.2911666315600305,203194266
44.42975115810355,1.0,34.75,0.0,93.0,107.0,4.0,83.0,5.2911666315600305,1291039478
44.42975115810355,1.0,34.75,0.0,61.0,139.0,4.0,55.0,5.2911666315600305,-820551013
44.42975115810355,1.0,45.75,0.0,61.0,139.0,5.0,54.0,5.2911666315600305,996047758
44.42975115810355,1.0,45.75,0.0,82.0,118.0,5.0,68.0,5.2911666315600305,1783437900
44.42975115810355,1.0,45.75,0.0,66.0,134.0,5.0,59.0,5.2911666315600305,-1700760303
44.42975115810355,1.0,34.75,0.0,69.0,131.0,4.0,66.0,5.2911666315600305,-425068378
44.42975115810355,1.0,68.0,0.0,98.0,102.0,7.0,74.0,5.2911666315600305,-1477654284
44.42975115810355,1.0,45.75,0.0,89.0,111.0,5.0,73.0,5.2911666315600305,-589735336
44.42975115810355,1.0,56.75,0.0,71.0,129.0,6.0,53.0,5.2911666315600305,1593476205
44.42975115810355,1.0,45.75,0.0,89.0,111.0,5.0,73.0,5.2911666315600305,953747159
44.42975115810355,1.0,37.25,0.0,64.0,136.0,4.0,59.0,5.2911666315600305,-1257687527
44.42975115810355,1.0,45.75,0.0,107.0,93.0,5.0,82.0,5.2911666315600305,1210771561
44.42975115810355,1.0,56.75,0.0,89.0,111.0,6.0,61.0,5.2911666315600305,900378130
44.42975115810355,1.0,34.5,0.0,49.0,151.0,4.0,47.0,5.2911666315600305,897268408
44.42975115810355,1.0,35.5,0.0,88.0,112.0,4.0,68.0,5.2911666315600305,-748297592
44.42975115810355,1.0,45.75,0.0,122.0,78.0,5.0,104.0,5.2911666315600305,-458511054
44.42975115810355,1.0,45.25,0.0,117.0,83.0,5.0,105.0,5.2911666315600305,1127726459
44.42975115810355,1.0,46.0,0.0,113.0,87.0,5.0,83.0,5.2911666315600305,992053062
44.42975115810355,1.0,45.25,0.0,66.0,134.0,5.0,52.0,5.2911666315600305,-827069269
44.42975115810355,1.0,34.75,0.0,96.0,104.0,4.0,87.0,5.2911666315600305,2039763963
44.42975115810355,1.0,45.75,0.0,59.0,141.0,5.0,54.0,5.2911666315600305,2126932330
44.42975115810355,1.0,23.75,0.0,61.0,139.0,3.0,61.0,5.2911666315600305,18188413
44.42975115810355,1.0,45.75,0.0,81.0,119.0,5.0,57.0,5.2911666315600305,659806582
44.42975115810355,1.0,34.0,0.0,97.0,103.0,4.0,94.0,5.2911666315600305,-672061793
44.42975115810355,1.0,45.75,0.0,88.0,112.0,5.0,73.0,5.2911666315600305,207943612
41.718047893602346,1.0,56.75,0.0,174.0,26.0,6.0,87.0,14.558958848550757,1287697330
41.718047893602346,1.0,42.0,0.0,167.0,33.0,4.0,103.0,14.558958848550757,-1448032858
44.42975115810355,1.0,45.75,0.0,82.0,118.0,5.0,62.0,5.2911666315600305,-818260321
44.42975115810355,1.0,34.75,0.0,76.0,124.0,4.0,70.0,5.2911666315600305,827907581
44.42975115810355,1.0,48.5,0.0,89.0,111.0,5.0,55.0,5.2911666315600305,155253860
44.42975115810355,1.0,45.75,0.0,95.0,105.0,5.0,72.0,5.2911666315600305,-655458131
41.718047893602346,1.0,52.5,0.0,178.0,22.0,5.0,85.0,14.558958848550757,229907979
44.42975115810355,1.0,55.75,0.0,75.0,125.0,6.0,56.0,5.2911666315600305,-1410010882
41.718047893602346,1.0,42.0,0.0,190.0,10.0,4.0,88.0,14.558958848550757,68382049
41.718047893602346,1.0,42.0,0.0,175.0,25.0,4.0,70.0,14.558958848550757,355649459
41.718047893602346,1.0,31.5,0.0,147.0,53.0,3.0,81.0,14.558958848550757,14394055
41.718047893602346,1.0,42.0,0.0,175.0,25.0,4.0,87.0,14.558958848550757,-1295323999
41.718047893602346,1.0,42.0,0.0,160.0,40.0,4.0,70.0,14.558958848550757,331778994
41.718047893602346,1.0,52.5,0.0,156.0,44.0,5.0,73.0,14.558958848550757,1806253376
41.718047893602346,1.0,73.5,0.0,174.0,26.0,7.0,81.0,14.558958848550757,499746230
41.718047893602346,1.0,42.0,0.0,172.0,28.0,4.0,106.0,14.558958848550757,-411259377
41.718047893602346,1.0,63.0,0.0,177.0,23.0,6.0,101.0,14.558958848550757,-418176923
41.718047893602346,1.0,73.5,0.0,164.0,36.0,7.0,75.0,14.558958848550757,541849361
41.718047893602346,1.0,52.5,0.0,170.0,30.0,5.0,88.0,14.558958848550757,1952148014
41.718047893602346,1.0,42.0,0.0,184.0,16.0,4.0,91.0,14.558958848550757,409909082
41.718047893602346,1.0,42.0,0.0,180.0,20.0,4.0,99.0,14.558958848550757,-712136208
41.718047893602346,1.0,31.5,0.0,167.0,33.0,3.0,84.0,14.558958848550757,6327528
41.718047893602346,1.0,52.5,0.0,177.0,23.0,5.0,73.0,14.558958848550757,1800490752
41.718047893602346,1.0,52.5,0.0,169.0,31.0,5.0,83.0,14.558958848550757,-582516256
41.718047893602346,1.0,42.0,0.0,159.0,41.0,4.0,87.0,14.558958848550757,573234490
41.718047893602346,1.0,63.0,0.0,149.0,51.0,6.0,58.0,14.558958848550757,-230919088
41.718047893602346,1.0,63.0,0.0,180.0,20.0,6.0,87.0,14.558958848550757,-784215910
41.718047893602346,1.0,53.25,0.0,179.0,21.0,6.0,84.0,14.558958848550757,409443525
41.718047893602346,1.0,52.5,0.0,168.0,32.0,5.0,108.0,14.558958848550757,-1073276236
41.718047893602346,1.0,52.5,0.0,160.0,40.0,5.0,67.0,14.558958848550757,1017704824
41.718047893602346,1.0,52.5,0.0,186.0,14.0,5.0,97.0,14.558958848550757,1640082666
41.718047893602346,1.0,31.5,0.0,154.0,46.0,3.0,88.0,14.558958848550757,-646526417
41.718047893602346,1.0,42.0,0.0,178.0,22.0,4.0,94.0,14.558958848550757,-3803994
41.718047893602346,1.0,31.5,0.0,133.0,67.0,3.0,73.0,14.558958848550757,1484790575
41.718047893602346,1.0,52.5,0.0,183.0,17.0,5.0,99.0,14.558958848550757,481210212
41.718047893602346,1.0,52.5,0.0,173.0,27.0,5.0,77.0,14.558958848550757,-2032157333
41.718047893602346,1.0,42.0,0.0,132.0,68.0,4.0,81.0,14.558958848550757,1300690467
41.718047893602346,1.0,31.5,0.0,162.0,38.0,3.0,108.0,14.558958848550757,-946175590
41.718047893602346,1.0,52.5,0.0,183.0,17.0,5.0,62.0,14.558958848550757,-1826139098
41.718047893602346,1.0,52.5,0.0,176.0,24.0,5.0,79.0,14.558958848550757,55361289
41.718047893602346,1.0,42.0,0.0,149.0,51.0,4.0,80.0,14.558958848550757,-1644790784
41.718047893602346,1.0,42.0,0.0,151.0,49.0,4.0,76.0,14.558958848550757,183281945
41.718047893602346,1.0,63.0,0.0,180.0,20.0,6.0,74.0,14.558958848550757,-872392354
41.718047893602346,1.0,52.5,0.0,170.0,30.0,5.0,87.0,14.558958848550757,-2054554450
41.718047893602346,1.0,42.0,0.0,179.0,21.0,4.0,92.0,14.558958848550757,-1177851842
41.718047893602346,1.0,42.0,0.0,162.0,38.0,4.0,83.0,14.558958848550757,1008009898
41.718047893602346,1.0,52.5,0.0,160.0,40.0,5.0,80.0,14.558958848550757,1400807220
41.718047893602346,1.0,52.5,0.0,115.0,85.0,5.0,59.0,14.558958848550757,2039723856
41.718047893602346,1.0,42.25,0.0,156.0,44.0,5.0,79.0,14.558958848550757,1197838569
41.718047893602346,1.0,52.5,0.0,172.0,28.0,5.0,96.0,14.558958848550757,-1107425363
41.718047893602346,1.0,42.0,0.0,180.0,20.0,4.0,107.0,14.558958848550757,579785411
41.718047893602346,1.0,63.0,0.0,142.0,58.0,6.0,66.0,14.558958848550757,2090214824
41.718047893602346,1.0,42.0,0.0,183.0,17.0,5.0,85.0,14.558958848550757,-319161254
41.718047893602346,1.0,52.5,0.0,180.0,20.0,5.0,78.0,14.558958848550757,-1785655531
41.718047893602346,1.0,42.0,0.0,153.0,47.0,4.0,72.0,14.558958848550757,-278884097
41.718047893602346,1.0,52.5,0.0,140.0,60.0,5.0,67.0,14.558958848550757,1836605999
41.718047893602346,1.0,42.0,0.0,185.0,15.0,4.0,88.0,14.558958848550757,-836271601
41.718047893602346,1.0,42.0,0.0,162.0,38.0,4.0,89.0,14.558958848550757,1192329274
41.718047893602346,1.0,73.75,0.0,164.0,36.0,8.0,68.0,14.558958848550757,-1013572353
41.718047893602346,1.0,42.0,0.0,169.0,31.0,4.0,82.0,14.558958848550757,-181643722
41.718047893602346,1.0,63.0,0.0,171.0,29.0,6.0,86.0,14.558958848550757,-1196743759
41.718047893602346,1.0,73.5,0.0,164.0,36.0,7.0,66.0,14.558958848550757,-1197355701
41.718047893602346,1.0,31.5,0.0,171.0,29.0,3.0,101.0,14.558958848550757,1217625031
41.718047893602346,1.0,42.25,0.0,170.0,30.0,5.0,85.0,14.558958848550757,-1474132554
41.718047893602346,1.0,42.0,0.0,157.0,43.0,4.0,87.0,14.558958848550757,-1187488310
41.718047893602346,1.0,77.25,0.0,159.0,41.0,8.0,58.0,14.558958848550757,221656829
41.718047893602346,1.0,42.0,0.0,170.0,30.0,4.0,94.0,14.558958848550757,1091648327
41.718047893602346,1.0,52.5,0.0,159.0,41.0,5.0,80.0,14.558958848550757,606935075
41.718047893602346,1.0,42.0,0.0,112.0,88.0,4.0,60.0,14.558958848550757,-570686432
41.718047893602346,1.0,63.0,0.0,170.0,30.0,6.0,77.0,14.558958848550757,-747147211
41.718047893602346,1.0,52.5,0.0,162.0,38.0,5.0,70.0,14.558958848550757,690492454
41.718047893602346,1.0,42.0,0.0,181.0,19.0,4.0,101.0,14.558958848550757,1211148885
41.718047893602346,1.0,52.5,0.0,151.0,49.0,5.0,74.0,14.558958848550757,-1153469642
41.718047893602346,1.0,63.0,0.0,169.0,31.0,6.0,65.0,14.558958848550757,-402588459
41.718047893602346,1.0,52.5,0.0,172.0,28.0,5.0,77.0,14.558958848550757,-2048993834
41.718047893602346,1.0,63.0,0.0,141.0,59.0,6.0,71.0,14.558958848550757,258342840
41.718047893602346,1.0,84.0,0.0,159.0,41.0,8.0,66.0,14.558958848550757,-155222941
41.718047893602346,1.0,42.0,0.0,118.0,82.0,4.0,73.0,14.558958848550757,787459964
41.718047893602346,1.0,34.5,0.0,176.0,24.0,4.0,99.0,14.558958848550757,1933178948
41.718047893602346,1.0,42.0,0.0,139.0,61.0,4.0,69.0,14.558958848550757,-977526728
41.718047893602346,1.0,43.25,0.0,168.0,32.0,5.0,76.0,14.558958848550757,-1819229627
41.718047893602346,1.0,52.25,0.0,180.0,20.0,5.0,88.0,14.558958848550757,-1389937038
41.718047893602346,1.0,63.0,0.0,165.0,35.0,6.0,76.0,14.558958848550757,-2065893318
41.718047893602346,1.0,62.75,0.0,175.0,25.0,6.0,98.0,14.558958848550757,-1898137668
41.718047893602346,1.0,63.0,0.0,165.0,35.0,6.0,58.0,14.558958848550757,716987369
50.44871096683739,37.625257643381076,17.75,0.0,183.0,17.0,2.0,181.0,36.45254071322465,-1011421456
41.718047893602346,1.0,52.5,0.0,149.0,51.0,5.0,65.0,14.558958848550757,135549626
41.718047893602346,1.0,94.5,0.0,179.0,21.0,9.0,83.0,14.558958848550757,1667492674
41.718047893602346,1.0,42.0,0.0,178.0,22.0,4.0,74.0,14.558958848550757,207807163
50.44871096683739,37.625257643381076,25.25,0.0,186.0,14.0,2.0,154.0,36.45254071322465,-279308396
50.44871096683739,37.625257643381076,25.25,0.0,181.0,19.0,2.0,172.0,36.45254071322465,-1344647629
50.44871096683739,37.625257643381076,25.25,0.0,186.0,14.0,2.0,184.0,36.45254071322465,1760166757
41.718047893602346,1.0,63.0,0.0,142.0,58.0,6.0,74.0,14.558958848550757,1570906635
41.718047893602346,1.0,52.5,0.0,156.0,44.0,5.0,67.0,14.558958848550757,-1648308188
50.44871096683739,37.625257643381076,25.25,0.0,182.0,18.0,2.0,180.0,36.45254071322465,-1496596047
50.44871096683739,37.625257643381076,25.25,0.0,186.0,14.0,2.0,171.0,36.45254071322465,-338017005
50.44871096683739,37.625257643381076,25.25,0.0,178.0,22.0,2.0,172.0,36.45254071322465,392171804
50.44871096683739,37.625257643381076,30.25,0.0,187.0,13.0,3.0,178.0,36.45254071322465,-402197544
50.44871096683739,37.625257643381076,25.25,0.0,179.0,21.0,2.0,160.0,36.45254071322465,529252222
50.44871096683739,37.625257643381076,12.75,0.0,170.0,30.0,1.0,170.0,36.45254071322465,-1686163999
50.44871096683739,37.625257643381076,25.25,0.0,179.0,21.0,2.0,172.0,36.45254071322465,165522598
50.44871096683739,37.625257643381076,18.0,0.0,183.0,17.0,2.0,180.0,36.45254071322465,496816563
50.44871096683739,37.625257643381076,25.25,0.0,192.0,8.0,2.0,180.0,36.45254071322465,2037428682
50.44871096683739,37.625257643381076,18.25,0.0,188.0,12.0,2.0,186.0,36.45254071322465,-46133081
50.44871096683739,37.625257643381076,25.25,0.0,170.0,30.0,2.0,159.0,36.45254071322465,-932699903
50.44871096683739,37.625257643381076,25.25,0.0,171.0,29.0,2.0,163.0,36.45254071322465,1547134523
50.44871096683739,37.625257643381076,25.25,0.0,177.0,23.0,2.0,172.0,36.45254071322465,-1089214745
50.44871096683739,37.625257643381076,25.25,0.0,180.0,20.0,2.0,166.0,36.45254071322465,882199968
50.44871096683739,37.625257643381076,25.25,0.0,181.0,19.0,2.0,158.0,36.45254071322465,-1101992995
50.44871096683739,37.625257643381076,25.25,0.0,189.0,11.0,2.0,176.0,36.45254071322465,-149339838
50.44871096683739,37.625257643381076,23.25,0.0,175.0,25.0,2.0,169.0,36.45254071322465,-1335219606
50.44871096683739,37.625257643381076,25.25,0.0,182.0,18.0,2.0,167.0,36.45254071322465,1078508894
50.44871096683739,37.625257643381076,25.25,0.0,183.0,17.0,2.0,172.0,36.45254071322465,22320914
50.44871096683739,37.625257643381076,25.25,0.0,183.0,17.0,2.0,174.0,36.45254071322465,-1918587307
50.44871096683739,37.625257643381076,25.25,0.0,185.0,15.0,2.0,178.0,36.45254071322465,-125441302
50.44871096683739,37.625257643381076,23.0,0.0,185.0,15.0,2.0,182.0,36.45254071322465,-578510597
50.44871096683739,37.625257643381076,25.25,0.0,185.0,15.0,2.0,175.0,36.45254071322465,-372387553
50.44871096683739,37.625257643381076,25.25,0.0,188.0,12.0,2.0,183.0,36.45254071322465,1729164352
50.44871096683739,37.625257643381076,25.25,0.0,180.0,20.0,2.0,173.0,36.45254071322465,-1707173487
50.44871096683739,37.625257643381076,36.0,0.0,184.0,16.0,3.0,169.0,36.45254071322465,1328981485
50.44871096683739,37.625257643381076,25.25,0.0,174.0,26.0,2.0,165.0,36.45254071322465,-1141251124
50.44871096683739,37.625257643381076,18.0,0.0,181.0,19.0,2.0,179.0,36.45254071322465,1263014750
50.44871096683739,37.625257643381076,25.25,0.0,187.0,13.0,2.0,174.0,36.45254071322465,-2082026829
50.44871096683739,37.625257643381076,25.25,0.0,174.0,26.0,2.0,161.0,36.45254071322465,922339297
50.44871096683739,37.625257643381076,24.75,0.0,191.0,9.0,2.0,174.0,36.45254071322465,98394782
50.44871096683739,37.625257643381076,18.5,0.0,172.0,28.0,2.0,171.0,36.45254071322465,-1923309863
50.44871096683739,37.625257643381076,25.25,0.0,184.0,16.0,2.0,174.0,36.45254071322465,1191060046
50.44871096683739,37.625257643381076,17.75,0.0,190.0,10.0,2.0,186.0,36.45254071322465,1900603962
50.44871096683739,37.625257643381076,25.25,0.0,184.0,16.0,2.0,152.0,36.45254071322465,-686370395
50.44871096683739,37.625257643381076,25.25,0.0,188.0,12.0,2.0,182.0,36.45254071322465,-1718371427
50.44871096683739,37.625257643381076,25.25,0.0,168.0,32.0,2.0,145.0,36.45254071322465,487262558
50.44871096683739,37.625257643381076,25.25,0.0,170.0,30.0,2.0,162.0,36.45254071322465,-1801653027
50.44871096683739,37.625257643381076,25.25,0.0,192.0,8.0,2.0,177.0,36.45254071322465,-302882456
50.44871096683739,37.625257643381076,14.5,0.0,187.0,13.0,2.0,184.0,36.45254071322465,-2033453963
