run,immunised,duration,infected
471,20,787,99.6407819467592
477,20,623,99.6407819467592
475,20,864,99.6801945858295
476,20,670,99.6520427007792
478,20,762,99.7027160938697
479,20,783,99.5732174226386
474,20,911,99.7027160938697
480,20,828,99.6745642088194
482,20,734,99.6689338318094
481,20,755,99.6520427007792
483,20,732,99.5957389306788
484,20,575,99.7196072248998
486,20,525,99.6633034547993
485,20,696,99.7083464708797
487,20,727,99.7196072248998
488,20,605,99.6407819467592
492,20,547,99.6801945858295
490,20,788,99.6801945858295
489,20,726,99.7533894869601
491,20,753,99.6633034547993
494,20,705,99.6914553398496
493,20,780,99.6576730777893
498,20,560,99.7139768478897
497,20,685,99.6970857168596
496,20,826,99.7702806179902
495,20,741,99.618260438719
499,20,714,99.7252376019098
500,20,698,99.7083464708797
501,25,701,99.412939357086
502,25,848,99.4970196537694
504,25,757,99.3889164151765
503,25,795,99.4970196537694
505,25,797,99.3949221506539
506,25,878,99.3588877377896
509,25,731,99.4970196537694
507,25,847,99.3408705313574
508,25,826,99.3468762668348
511,25,646,99.4970196537694
512,25,732,99.4729967118598
510,25,932,99.364893473267
513,25,845,99.3408705313574
514,25,738,99.3108418539705
515,25,754,99.3288590604027
517,25,737,99.5871056859301
516,25,841,99.412939357086
518,25,881,99.4489737699503
521,25,676,99.5270483311563
520,25,597,99.4790024473372
522,25,723,99.4790024473372
519,25,739,99.4609852409051
523,25,671,99.491013918292
524,25,857,99.4489737699503
525,25,808,99.412939357086
527,25,716,99.4489737699503
526,25,782,99.4249508280408
529,25,778,99.4729967118598
531,25,701,99.4309565635182
533,25,659,99.4429680344729
528,25,802,99.4549795054277
534,25,635,99.5030253892467
532,25,743,99.286818912061
535,25,577,99.4369622989955
530,25,833,99.364893473267
536,25,765,99.412939357086
539,25,691,99.364893473267
538,25,763,99.3588877377896
537,25,821,99.4249508280408
541,25,706,99.2988303830158
540,25,706,99.4009278861313
542,25,629,99.3348647958801
544,25,754,99.5750942149753
543,25,871,99.4069336216086
546,25,694,99.3468762668348
548,25,814,99.4069336216086
551,25,725,99.4970196537694
549,25,746,99.4970196537694
552,25,676,99.3829106796991
545,25,867,99.539059802111
550,25,871,99.4850081828146
547,25,934,99.4009278861313
553,25,883,99.5090311247241
556,25,677,99.5270483311563
557,25,696,99.5030253892467
555,25,769,99.4069336216086
562,25,626,99.5090311247241
558,25,806,99.3769049442217
560,25,717,99.2928246475384
559,25,764,99.4069336216086
554,25,806,99.2928246475384
561,25,815,99.4369622989955
563,25,648,99.3408705313574
564,25,688,99.5931114214075
566,25,672,99.3288590604027
565,25,705,99.4369622989955
567,25,833,99.4489737699503
572,25,652,99.3048361184932
570,25,727,99.3048361184932
568,25,950,99.364893473267
573,25,717,99.4669909763825
569,25,870,99.4549795054277
571,25,885,99.4549795054277
574,25,745,99.4429680344729
576,25,724,99.3769049442217
575,25,911,99.5210425956789
578,25,724,99.3348647958801
577,25,789,99.5330540666336
580,25,660,99.4069336216086
579,25,868,99.3949221506539
581,25,741,99.5330540666336
582,25,661,99.2207558218098
585,25,709,99.4549795054277
586,25,712,99.4249508280408
587,25,710,99.4429680344729
588,25,736,99.3288590604027
584,25,952,99.3588877377896
583,25,892,99.3468762668348
589,25,738,99.3468762668348
590,25,762,99.4729967118598
593,25,662,99.5090311247241
594,25,680,99.3889164151765
592,25,691,99.4970196537694
591,25,967,99.4429680344729
597,25,737,99.5210425956789
596,25,782,99.5330540666336
595,25,863,99.412939357086
599,25,759,99.5330540666336
600,25,767,99.5330540666336
601,30,847,98.5734233335693
602,30,801,99.0045493446241
598,25,894,99.491013918292
604,30,870,98.5026414511573
603,30,790,99.152547826031
606,30,846,98.8565508632172
607,30,864,98.9080285958805
605,30,904,98.805073130554
609,30,971,98.9852451948754
608,30,1019,99.1075048099507
610,30,960,99.0753312270361
611,30,973,98.9916799114583
614,30,759,98.9916799114583
613,30,880,98.9723757617096
615,30,857,99.0431576441216
616,30,798,98.9015938792976
612,30,953,98.9208980290463
617,30,984,99.0045493446241
618,30,829,98.7021176652274
619,30,895,98.9916799114583
621,30,663,98.8565508632172
620,30,808,98.7085523818103
623,30,789,98.9015938792976
624,30,948,99.0238534943729
629,30,771,98.9981146280412
625,30,974,98.8565508632172
626,30,776,98.9144633124634
627,30,1000,99.0302882109557
622,30,892,98.6956829486445
628,30,947,98.9723757617096
631,30,800,98.6055969164838
630,30,861,98.7793342642224
632,30,771,98.8308119968856
637,30,644,98.7857689808052
633,30,910,98.8694202963831
634,30,912,98.5991621999009
635,30,916,99.0431576441216
641,30,701,99.0174187777899
640,30,708,99.010984061207
638,30,845,98.7600301144736
639,30,972,98.9530716119609
636,30,1015,98.8372467134685
642,30,809,98.8179425637198
645,30,734,98.8951591627147
644,30,818,99.010984061207
654,30,22,0
643,30,937,99.0560270772874
646,30,843,99.1010700933678
648,30,845,99.0624617938703
647,30,920,98.9273327456292
650,30,802,98.9530716119609
652,30,733,98.9530716119609
651,30,644,98.6442052159813
649,30,906,98.9208980290463
653,30,906,98.7728995476394
655,30,859,98.9723757617096
657,30,804,98.9659410451267
656,30,872,98.8436814300514
658,30,889,98.7728995476394
662,30,596,99.2361991416088
659,30,964,99.010984061207
661,30,862,98.8694202963831
660,30,960,98.6892482320616
664,30,748,98.8179425637198
663,30,818,98.8822897295489
665,30,855,98.940202178795
666,30,991,98.7407259647249
668,30,841,98.9530716119609
667,30,1031,99.0882006602019
671,30,679,98.940202178795
670,30,903,98.9273327456292
672,30,877,98.7600301144736
669,30,785,99.0560270772874
673,30,866,98.7857689808052
676,30,690,98.7407259647249
677,30,714,98.946636895378
675,30,919,98.9981146280412
674,30,820,98.4382942853282
678,30,908,99.0174187777899
683,30,638,98.7407259647249
679,30,923,98.9788104782925
681,30,895,98.6184663496496
680,30,1026,98.5862927667351
685,30,764,99.0495923607045
684,30,856,98.8243772803027
688,30,753,99.1332436762823
686,30,880,98.7535953978907
682,30,1023,98.7728995476394
689,30,873,98.9208980290463
687,30,855,98.8629855798001
690,30,912,99.0560270772874
692,30,885,98.8243772803027
693,30,752,98.7793342642224
691,30,920,98.7471606813078
694,30,776,98.9852451948754
697,30,754,99.010984061207
696,30,887,98.8887244461318
695,30,918,99.1461131094481
698,30,946,98.8308119968856
700,30,781,98.8436814300514
701,35,977,97.9928139065115
704,35,1029,97.9650951273851
702,35,1041,97.8126418421901
699,30,991,98.8822897295489
706,35,743,97.7641339787189
703,35,1101,97.8542200108796
707,35,1099,98.2284235290857
708,35,864,97.8334309265349
710,35,861,97.6393994726502
709,35,981,98.1521968864881
705,35,1135,97.9443060430403
711,35,1070,97.8750090952244
715,35,945,98.138337496925
712,35,1088,98.2076344447409
714,35,1184,97.7364151995925
718,35,831,98.3115798664648
717,35,946,96.8632736571118
716,35,1069,98.1452671917065
713,35,1246,97.6463291674318
719,35,1078,97.5008055770184
721,35,798,97.8542200108796
723,35,822,98.2214938343041
722,35,909,98.0759702438906
720,35,1026,97.7849230630637
724,35,945,97.6809776413398
726,35,1033,97.9997436012931
725,35,1022,97.8750090952244
727,35,1024,97.9650951273851
730,35,777,97.7294855048109
729,35,926,98.2422829186489
731,35,759,97.5215946613631
734,35,759,97.6740479465582
733,35,758,98.1937750551777
728,35,961,98.0621108543274
732,35,1001,97.9858842117299
737,35,885,97.7572042839373
736,35,942,97.5354540509263
740,35,709,97.847290316098
735,35,1123,97.6740479465582
739,35,910,98.0898296334538
738,35,975,96.8632736571118
742,35,883,98.1799156656145
741,35,1086,98.2284235290857
744,35,981,97.7849230630637
743,35,995,97.7433448943741
746,35,869,97.6879073361214
747,35,959,98.2284235290857
748,35,963,97.8195715369717
745,35,1062,98.1106187177986
749,35,886,98.0066732960747
757,35,22,0
750,35,922,98.256142308212
752,35,776,97.9373763482587
751,35,919,97.694837030903
753,35,1103,97.7918527578453
759,35,783,97.9789545169483
756,35,905,98.1937750551777
755,35,1034,97.8057121474085
758,35,970,97.8126418421901
761,35,854,97.473086797892
760,35,1036,97.7364151995925
754,35,1121,97.8680794004428
762,35,934,96.9810784683989
764,35,999,97.3830007657313
765,35,824,97.9858842117299
763,35,950,97.6393994726502
766,35,967,97.8542200108796
769,35,999,97.7779933682821
768,35,1132,97.9789545169483
767,35,1234,97.8195715369717
770,35,1162,97.5493134404895
771,35,913,98.1729859708329
772,35,1114,98.0413217699826
773,35,936,97.6671182517766
774,35,1078,97.4800164926736
776,35,946,97.7502745891557
779,35,812,97.8542200108796
777,35,1020,98.0343920752011
778,35,1053,97.9096575691324
775,35,1135,97.4869461874552
780,35,1110,97.5077352718
782,35,990,97.9304466534772
781,35,932,98.0066732960747
783,35,1006,97.9928139065115
784,35,1041,98.138337496925
785,35,1014,98.1452671917065
787,35,967,98.0482514647642
786,35,1102,98.0759702438906
788,35,968,97.7364151995925
790,35,838,98.1521968864881
789,35,994,98.0343920752011
791,35,1167,97.847290316098
792,35,1029,97.6671182517766
795,35,828,97.4800164926736
793,35,1014,97.7710636735005
796,35,776,98.0898296334538
805,40,22,0
794,35,1186,97.9443060430403
797,35,896,97.7086964204662
798,35,1018,97.7918527578453
799,35,1031,97.8750090952244
809,40,155,0.202693572361605
800,35,927,98.138337496925
801,40,1069,96.0992748074411
803,40,1272,96.2494181943756
804,40,1233,94.2149753014128
815,40,22,0
806,40,1216,96.4070687506569
817,40,31,0.007507169346726
807,40,1140,94.8831133732715
802,40,1201,95.6113087999039
808,40,1303,94.154917946639
811,40,1096,95.0707926069396
810,40,1200,94.6654054622164
813,40,1022,94.6053481074426
812,40,997,95.033256760206
819,40,957,94.7705058330706
816,40,1172,95.3485578727685
821,40,1029,95.2960076873414
814,40,1405,95.4086152275423
824,40,829,95.5887872918637
822,40,1131,94.2224824707596
823,40,1203,94.6353767848295
818,40,1514,95.6863804933712
820,40,1229,95.11583562302
826,40,1094,95.7839736948786
825,40,1091,94.9957209134724
828,40,1141,95.8515382189991
829,40,1037,95.7013948320646
827,40,1133,95.4236295662358
832,40,982,95.1383571310602
831,40,1053,95.498701259703
830,40,1120,95.0858069456331
833,40,1100,95.4761797516628
834,40,965,94.8455775265378
835,40,1050,95.8515382189991
838,40,828,95.6938876627179
836,40,1139,96.2719397024158
839,40,1211,95.1909073164872
837,40,1278,95.8740597270393
842,40,1006,94.2675254868399
840,40,1295,96.3169827184962
841,40,1357,96.294461210456
845,40,877,96.0317102833206
843,40,1394,95.4911940903563
844,40,1230,95.2284431632209
846,40,1227,96.2043751782953
848,40,1069,96.0016816059337
857,40,44,0.022521508040178
847,40,1144,96.5271834602045
849,40,1322,96.0767532994009
850,40,1284,95.4686725823161
851,40,1266,96.3019683798027
853,40,1044,95.0557782682462
852,40,1233,95.3485578727685
854,40,1182,95.6938876627179
856,40,1132,95.2809933486479
858,40,1115,95.6338303079441
855,40,1164,94.1173820999054
860,40,1135,95.7389306787983
862,40,1074,94.6128552767893
863,40,1011,95.2734861793012
861,40,1139,96.3019683798027
859,40,1246,95.1458643004069
864,40,1171,95.5587586144768
865,40,1019,96.6097623230185
866,40,981,94.3876401963876
867,40,1222,95.5212227677432
870,40,955,94.8230560184977
872,40,1115,95.5587586144768
874,40,913,95.4761797516628
869,40,1419,94.9131420506584
868,40,1158,95.7239163401048
871,40,1228,95.6413374772908
875,40,1036,94.9731994054322
873,40,1005,95.11583562302
876,40,1239,95.2659790099545
878,40,1167,95.6263231385974
877,40,1300,94.8981277119649
879,40,1123,96.3169827184962
881,40,1228,95.2885005179947
880,40,1264,94.8380703571911
884,40,1223,95.2359503325676
882,40,1046,95.8740597270393
883,40,1223,95.3936008888489
893,40,34,0.007507169346726
885,40,1097,93.9672387129709
886,40,1170,94.7780130024173
887,40,1116,95.5437442757834
888,40,992,95.4011080581956
889,40,1096,95.3710793808087
890,40,1110,95.5737729531703
901,45,32,0.016379278574675
891,40,1204,95.0858069456331
903,45,40,0.008189639287338
895,40,906,94.8530846958846
892,40,1213,95.6113087999039
894,40,1210,95.9416242511599
897,40,1304,95.0257495908593
900,40,857,95.198414485834
896,40,1135,96.1818536702551
898,40,1044,94.9656922360855
899,40,1076,95.4836869210096
902,45,1256,85.999402156332
905,45,1246,89.6765501963466
906,45,1632,89.5373263284619
907,45,1682,83.2558729950739
916,45,32,0.008189639287338
904,45,1876,89.2998267891291
909,45,1641,89.127844364095
911,45,1742,88.7756898747395
908,45,1908,88.3580182710852
912,45,1846,87.5636232602135
913,45,1352,85.5489719955284
923,45,22,0
910,45,1909,88.1860358460511
914,45,1148,92.3709415218807
915,45,1616,85.6800062241259
918,45,1586,85.1804382275983
928,45,33,0.024568917862013
917,45,1628,87.23603768872
930,45,47,0.106465310735389
920,45,1467,89.1606029212443
924,45,1350,82.723546441397
919,45,1754,89.8485326213807
921,45,1748,83.0511320128905
922,45,1817,80.9382050767574
925,45,1661,90.1106010785755
929,45,1424,88.1123290924651
937,45,113,0.64698150369967
931,45,1460,85.5653512741031
926,45,1575,88.6610349247167
934,45,1309,80.9627739946194
933,45,1420,89.1851718391063
936,45,1131,86.3269877278255
940,45,148,0.843532846595771
932,45,1651,85.5899201919651
946,45,22,0
927,45,2135,85.8437990098726
935,45,1495,82.2649266413061
949,45,91,0.229309900045452
948,45,294,2.39956431118991
938,45,1349,89.226120035543
942,45,1488,89.3735335427151
947,45,1366,87.5636232602135
944,45,1658,89.2343096748304
941,45,1520,89.5946538034732
943,45,1634,86.8183660850658
939,45,1657,88.2679322389245
956,45,95,0.212930621470777
958,45,64,0.147413507172077
945,45,1761,87.211468770858
950,45,1414,88.6118970889927
951,45,2030,90.3972384536323
952,45,1690,81.462341991147
953,45,1256,86.1058674670674
955,45,1439,90.536462321517
957,45,1571,89.201551117681
954,45,1847,84.9511283275528
961,45,1380,84.639922034634
960,45,1235,84.4269914131632
963,45,1312,85.4179377669311
962,45,1718,87.9239673888564
964,45,1298,91.0032717608953
968,45,1108,87.5718128995008
959,45,2078,82.797253194983
966,45,1673,85.4916445205171
965,45,1808,83.1903558807752
969,45,1375,85.4506963240804
971,45,1099,92.6821478147995
979,45,70,0.229309900045452
970,45,1405,86.2450913349521
967,45,2020,89.4062920998644
973,45,1499,84.7955251810934
976,45,1223,88.4317250246713
972,45,1689,79.2265704657038
974,45,1260,81.486910909009
977,45,1543,85.3114724561957
978,45,1327,89.1687925605317
982,45,1483,86.4744012349976
975,45,1700,88.595517810418
980,45,1810,83.9356130559229
985,45,1337,82.1338924127087
984,45,1729,90.8067204179992
983,45,2022,89.5209470498872
981,45,1880,87.4571579494781
986,45,1941,83.2149247986373
995,45,22,0
989,45,1166,85.8519886491599
987,45,1810,85.9420746813207
991,45,1202,87.866639913845
988,45,2120,77.9162281797298
