infected, seed, immunised
0.0,-1152390090,90.0
0.0,1645346027,90.0
0.0,1558054382,90.0
0.04504301608035675,663531636,90.0
0.0,730954054,90.0
0.0,-523645079,90.0
0.0,300299410,90.0
0.0,-8179355,90.0
0.0,-649830287,90.0
0.0,1774395362,90.0
0.0,-1110504727,90.0
0.0,-1482593338,90.0
0.0,-1682556944,90.0
0.0,-2050781813,90.0
0.0,2058243270,90.0
0.0,-302516533,90.0
0.0,-915309402,90.0
0.13512904824107025,1656043001,90.0
0.0,522002955,90.0
0.0,-1754047777,90.0
0.0,310126400,90.0
0.0,1746597381,90.0
0.0900860321607135,-1291204702,90.0
0.0,332143147,90.0
0.0900860321607135,-958655844,90.0
0.0,-1785548605,90.0
0.0,300326903,90.0
0.22521508040178376,1090219519,90.0
0.0,-1368311770,90.0
0.0,-492434141,90.0
0.04504301608035675,-1542890863,90.0
0.0900860321607135,1211951869,90.0
0.04504301608035675,-701811690,90.0
0.04504301608035675,-652529488,90.0
0.0,-1594886154,90.0
0.04504301608035675,-111736015,90.0
0.04504301608035675,1204297856,90.0
0.04504301608035675,-1680760430,90.0
0.0,-227129861,90.0
0.0,-1322884296,90.0
0.04504301608035675,1975622349,90.0
0.13512904824107025,1557347919,90.0
0.0,1325723662,90.0
0.0900860321607135,-1123341054,90.0
0.13512904824107025,236007002,90.0
0.0,171544141,90.0
0.0,-209392573,90.0
0.0,-62839398,90.0
0.0,1887273694,90.0
0.0,2007685071,90.0
0.0900860321607135,-907311114,90.0
0.0,487517529,90.0
0.0900860321607135,1663756160,90.0
0.0,450279792,90.0
0.0,192717225,90.0
0.0,-1585137041,90.0
0.04504301608035675,426979207,90.0
0.0,-599288607,90.0
0.0,1270547714,90.0
0.0,-1181297991,90.0
0.0,2099004297,90.0
0.0,-1282510349,90.0
0.0,1506110867,90.0
0.0,1640751,90.0
0.0,-952417576,90.0
0.0,-2020406366,90.0
0.0,477461281,90.0
0.04504301608035675,1409910046,90.0
0.0,-101752093,90.0
0.0,1700665080,90.0
0.180172064321427,-1978996790,90.0
0.0,782802976,90.0
0.0,-1905732900,90.0
0.0,16542354,90.0
0.04504301608035675,-2025486276,90.0
0.04504301608035675,1538963091,90.0
0.0,143944647,90.0
0.0,95449932,90.0
0.0,-197890859,90.0
0.0,-737992989,90.0
0.0,1301532713,90.0
0.04504301608035675,2005833318,90.0
0.0,1433108586,90.0
0.0,701825317,90.0
0.0,-836027831,90.0
0.0,-104668378,90.0
0.0,-1594723036,90.0
0.04504301608035675,-644254545,90.0
0.0,-608567199,90.0
0.0,1990837698,90.0
0.04504301608035675,1581440837,90.0
0.0,1891161588,90.0
0.04504301608035675,172838081,90.0
0.0900860321607135,677190799,90.0
0.0,-1681093562,90.0
0.4504301608035675,687423868,90.0
