"[run number]","SCENARIO","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","[step]","MaxI%","nb-non-S%","epidemic-duration-final"
"407","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"408","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"409","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"391","Laisser-faire","1","1","0.1","164","0.2","0.25","41"
"410","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"413","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"412","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"406","Laisser-faire","1","1","0.3","109","0.15","0.15","27"
"414","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"415","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"411","Laisser-faire","1","1","0.3","89","0.1","0.1","22"
"417","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"418","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"403","Laisser-faire","1","1","0.3","172","0.1","0.15","43"
"421","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"422","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"424","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"426","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"425","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"427","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"428","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"420","Laisser-faire","1","1","0.3","112","0.15","0.15","28"
"429","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"419","Laisser-faire","1","1","0.3","126","0.2","0.2","32"
"431","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"432","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"423","Laisser-faire","1","1","0.3","120","0.15","0.15","30"
"433","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"435","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"436","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"438","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"439","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"416","Laisser-faire","1","1","0.3","198","0.4","0.65","50"
"440","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"442","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"443","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"444","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"445","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"441","Laisser-faire","1","1","0.3","92","0.1","0.1","23"
"434","Laisser-faire","1","1","0.3","116","0.1","0.1","29"
"446","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"448","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"430","Laisser-faire","1","1","0.3","179","0.15","0.2","45"
"450","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"451","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"437","Laisser-faire","1","1","0.3","144","0.15","0.2","36"
"453","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"452","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"449","Laisser-faire","1","1","0.3","100","0.1","0.1","25"
"457","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"458","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"459","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"460","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"455","Laisser-faire","1","1","0.3","93","0.1","0.1","23"
"456","Laisser-faire","1","1","0.3","104","0.1","0.1","26"
"454","Laisser-faire","1","1","0.3","114","0.1","0.1","29"
"461","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"464","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"463","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"447","Laisser-faire","1","1","0.3","156","0.1","0.15","39"
"465","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"466","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"468","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"467","Laisser-faire","1","1","0.3","92","0.1","0.1","23"
"462","Laisser-faire","1","1","0.3","108","0.1","0.1","27"
"471","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"473","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"470","Laisser-faire","1","1","0.3","88","0.1","0.1","22"
"472","Laisser-faire","1","1","0.3","80","0.1","0.1","20"
"474","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"475","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"476","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"479","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"477","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"480","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"481","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"469","Laisser-faire","1","1","0.3","133","0.05","0.1","33"
"483","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"488","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"489","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"490","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"491","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"485","Laisser-faire","1","1","0.3","100","0.1","0.1","25"
"493","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"492","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"494","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"486","Laisser-faire","1","1","0.3","117","0.2","0.2","29"
"496","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"487","Laisser-faire","1","1","0.3","120","0.1","0.1","30"
"497","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"498","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"484","Laisser-faire","1","1","0.3","159","0.15","0.2","40"
"499","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"500","Laisser-faire","1","1","0.3","72","0.05","0.05","18"
"501","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"502","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"504","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"503","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"505","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"508","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"506","Laisser-faire","1","1","0.8","84","0.1","0.1","21"
"495","Laisser-faire","1","1","0.3","162","0.2","0.3","41"
"478","Laisser-faire","1","1","0.3","236","0.3","0.4","59"
"510","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"511","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"512","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"513","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"514","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"509","Laisser-faire","1","1","0.8","108","0.1","0.1","27"
"515","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"518","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"517","Laisser-faire","1","1","0.8","95","0.1","0.1","24"
"520","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"482","Laisser-faire","1","1","0.3","270","0.3","0.65","68"
"522","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"523","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"524","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"516","Laisser-faire","1","1","0.8","124","0.1","0.1","31"
"519","Laisser-faire","1","1","0.8","102","0.15","0.15","26"
"525","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"527","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"526","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"528","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"529","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"521","Laisser-faire","1","1","0.8","112","0.2","0.2","28"
"507","Laisser-faire","1","1","0.8","186","0.25","0.35000000000000003","47"
"530","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"531","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"533","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"534","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"536","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"539","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"538","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"543","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"541","Laisser-faire","1","1","0.8","85","0.1","0.1","21"
"532","Laisser-faire","1","1","0.8","110","0.1","0.1","28"
"544","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"545","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"546","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"548","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"540","Laisser-faire","1","1","0.8","116","0.1","0.1","29"
"535","Laisser-faire","1","1","0.8","127","0.1","0.15","32"
"547","Laisser-faire","1","1","0.8","88","0.1","0.1","22"
"549","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"550","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"537","Laisser-faire","1","1","0.8","140","0.1","0.15","35"
"551","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"552","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"553","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"554","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"555","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"542","Laisser-faire","1","1","0.8","148","0.15","0.2","37"
"556","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"557","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"558","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"560","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"562","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"563","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"564","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"561","Laisser-faire","1","1","0.8","87","0.2","0.2","22"
"565","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"566","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"567","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"569","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"559","Laisser-faire","1","1","0.8","112","0.15","0.15","28"
"571","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"573","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"572","Laisser-faire","1","1","0.8","76","0.1","0.1","19"
"574","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"568","Laisser-faire","1","1","0.8","104","0.1","0.1","26"
"577","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"579","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"580","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"578","Laisser-faire","1","1","0.8","80","0.1","0.1","20"
"582","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"583","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"584","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"585","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"581","Laisser-faire","1","1","0.8","92","0.1","0.1","23"
"587","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"588","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"575","Laisser-faire","1","1","0.8","118","0.2","0.2","30"
"586","Laisser-faire","1","1","0.8","88","0.1","0.1","22"
"576","Laisser-faire","1","1","0.8","125","0.2","0.2","31"
"589","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"590","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"570","Laisser-faire","1","1","0.8","186","0.2","0.35000000000000003","47"
"591","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"592","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"594","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"595","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"597","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"599","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"601","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"600","Laisser-faire","1","1","0.8","72","0.05","0.05","18"
"596","Laisser-faire","1","1","0.8","88","0.1","0.1","22"
"602","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"604","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"603","Laisser-faire","1","2","0.1","85","0.1","0.1","21"
"605","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"593","Laisser-faire","1","1","0.8","132","0.1","0.15","33"
"606","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"607","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"609","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"611","Laisser-faire","1","2","0.1","126","0.1","0.1","32"
"619","Laisser-faire","1","2","0.1","96","0.1","0.1","24"
"614","Laisser-faire","1","2","0.1","142","0.2","0.25","36"
"623","Laisser-faire","1","2","0.1","112","0.1","0.1","28"
"598","Laisser-faire","1","1","0.8","228","0.2","0.4","57"
"610","Laisser-faire","1","2","0.1","180","0.2","0.3","45"
"621","Laisser-faire","1","2","0.1","137","0.05","0.1","34"
"624","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"612","Laisser-faire","1","2","0.1","188","0.15","0.25","47"
"615","Laisser-faire","1","2","0.1","186","0.5499999999999999","0.6","47"
"618","Laisser-faire","1","2","0.1","169","0.3","0.4","42"
"625","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"626","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"627","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"628","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"631","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"616","Laisser-faire","1","2","0.1","247","0.35000000000000003","0.75","62"
"634","Laisser-faire","1","2","0.1","84","0.1","0.1","21"
"636","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"630","Laisser-faire","1","2","0.1","112","0.15","0.15","28"
"629","Laisser-faire","1","2","0.1","121","0.25","0.25","30"
"638","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"622","Laisser-faire","1","2","0.1","258","0.4","0.8","65"
"639","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"635","Laisser-faire","1","2","0.1","130","0.3","0.35000000000000003","33"
"633","Laisser-faire","1","2","0.1","137","0.44999999999999996","0.5","34"
"632","Laisser-faire","1","2","0.1","160","0.25","0.3","40"
"642","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"644","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"640","Laisser-faire","1","2","0.1","108","0.1","0.1","27"
"646","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"647","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"648","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"649","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"651","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"653","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"641","Laisser-faire","1","2","0.1","180","0.2","0.3","45"
"657","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"650","Laisser-faire","1","2","0.1","122","0.2","0.2","31"
"645","Laisser-faire","1","2","0.1","192","0.1","0.2","48"
"655","Laisser-faire","1","2","0.1","108","0.1","0.1","27"
"660","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"654","Laisser-faire","1","2","0.1","156","0.15","0.2","39"
"664","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"661","Laisser-faire","1","2","0.1","122","0.25","0.25","31"
"652","Laisser-faire","1","2","0.1","230","0.44999999999999996","0.65","58"
"659","Laisser-faire","1","2","0.1","152","0.1","0.15","38"
"666","Laisser-faire","1","2","0.1","88","0.1","0.1","22"
"667","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"663","Laisser-faire","1","2","0.1","141","0.25","0.3","35"
"665","Laisser-faire","1","2","0.1","120","0.1","0.1","30"
"613","Laisser-faire","1","2","0.1","537","51.4","81.69999999999999","134"
"669","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"670","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"672","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"673","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"620","Laisser-faire","1","2","0.1","549","29.45","76.55","137"
"674","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"675","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"668","Laisser-faire","1","2","0.1","137","0.1","0.15","34"
"608","Laisser-faire","1","2","0.1","608","41.85","76.3","152"
"676","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"617","Laisser-faire","1","2","0.1","583","29.7","75.5","146"
"679","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"680","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"681","Laisser-faire","1","2","0.1","76","0.1","0.1","19"
"677","Laisser-faire","1","2","0.1","121","0.2","0.2","30"
"682","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"683","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"685","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"686","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"678","Laisser-faire","1","2","0.1","116","0.1","0.1","29"
"687","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"688","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"684","Laisser-faire","1","2","0.1","119","0.15","0.15","30"
"689","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"690","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"692","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"695","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"691","Laisser-faire","1","2","0.1","104","0.2","0.2","26"
"637","Laisser-faire","1","2","0.1","552","46.949999999999996","80.45","138"
"696","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"698","Laisser-faire","1","2","0.1","76","0.1","0.1","19"
"700","Laisser-faire","1","2","0.1","72","0.05","0.05","18"
"693","Laisser-faire","1","2","0.1","148","0.1","0.2","37"
"703","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"697","Laisser-faire","1","2","0.1","116","0.1","0.1","29"
"705","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"706","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"702","Laisser-faire","1","2","0.3","108","0.15","0.15","27"
"707","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"704","Laisser-faire","1","2","0.3","100","0.1","0.1","25"
"643","Laisser-faire","1","2","0.1","580","47.05","81.8","145"
"656","Laisser-faire","1","2","0.1","520","49.6","79.14999999999999","130"
"711","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"699","Laisser-faire","1","2","0.1","196","0.15","0.3","49"
"712","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"716","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"662","Laisser-faire","1","2","0.1","501","51.74999999999999","81.75","125"
"708","Laisser-faire","1","2","0.3","120","0.15","0.15","30"
"658","Laisser-faire","1","2","0.1","536","46.300000000000004","77.95","134"
"717","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"713","Laisser-faire","1","2","0.3","105","0.15","0.15","26"
"719","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"721","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"722","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"725","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"714","Laisser-faire","1","2","0.3","168","0.1","0.15","42"
"726","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"718","Laisser-faire","1","2","0.3","125","0.15","0.15","31"
"723","Laisser-faire","1","2","0.3","133","0.1","0.15","33"
"728","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"724","Laisser-faire","1","2","0.3","144","0.2","0.25","36"
"730","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"731","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"732","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"733","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"671","Laisser-faire","1","2","0.1","533","30.599999999999998","71.6","133"
"735","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"729","Laisser-faire","1","2","0.3","140","0.35000000000000003","0.4","35"
"737","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"727","Laisser-faire","1","2","0.3","172","0.4","0.44999999999999996","43"
"740","Laisser-faire","1","2","0.3","84","0.1","0.1","21"
"741","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"742","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"743","Laisser-faire","1","2","0.3","84","0.1","0.1","21"
"744","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"739","Laisser-faire","1","2","0.3","152","0.25","0.3","38"
"749","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"750","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"751","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"734","Laisser-faire","1","2","0.3","260","0.65","1.5","65"
"738","Laisser-faire","1","2","0.3","236","0.95","1.15","59"
"752","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"753","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"748","Laisser-faire","1","2","0.3","159","0.25","0.3","40"
"754","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"747","Laisser-faire","1","2","0.3","185","0.15","0.25","46"
"694","Laisser-faire","1","2","0.1","588","41.199999999999996","80.05","147"
"746","Laisser-faire","1","2","0.3","224","0.3","0.44999999999999996","56"
"758","Laisser-faire","1","2","0.3","76","0.1","0.1","19"
"759","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"710","Laisser-faire","1","2","0.3","524","35.6","75.7","131"
"757","Laisser-faire","1","2","0.3","106","0.1","0.1","27"
"762","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"755","Laisser-faire","1","2","0.3","132","0.15","0.2","33"
"756","Laisser-faire","1","2","0.3","131","0.05","0.1","33"
"701","Laisser-faire","1","2","0.3","612","46.5","79.14999999999999","153"
"765","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"764","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"715","Laisser-faire","1","2","0.3","540","52.75","80.80000000000001","135"
"760","Laisser-faire","1","2","0.3","133","0.15","0.2","33"
"763","Laisser-faire","1","2","0.3","112","0.1","0.1","28"
"767","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"768","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"709","Laisser-faire","1","2","0.3","583","62.64999999999999","85.65","146"
"769","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"761","Laisser-faire","1","2","0.3","154","0.4","0.44999999999999996","39"
"771","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"773","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"774","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"720","Laisser-faire","1","2","0.3","553","51.15","81.65","138"
"766","Laisser-faire","1","2","0.3","136","0.05","0.1","34"
"777","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"778","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"770","Laisser-faire","1","2","0.3","136","0.15","0.2","34"
"780","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"775","Laisser-faire","1","2","0.3","96","0.1","0.1","24"
"781","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"782","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"772","Laisser-faire","1","2","0.3","119","0.25","0.25","30"
"779","Laisser-faire","1","2","0.3","89","0.15","0.15","22"
"783","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"784","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"785","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"786","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"776","Laisser-faire","1","2","0.3","140","0.1","0.15","35"
"787","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"788","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"789","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"792","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"794","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"796","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"797","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"798","Laisser-faire","1","2","0.3","77","0.1","0.1","19"
"800","Laisser-faire","1","2","0.3","72","0.05","0.05","18"
"795","Laisser-faire","1","2","0.3","117","0.15","0.15","29"
"799","Laisser-faire","1","2","0.3","84","0.1","0.1","21"
"802","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"793","Laisser-faire","1","2","0.3","128","0.05","0.1","32"
"804","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"805","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"803","Laisser-faire","1","2","0.8","85","0.1","0.1","21"
"807","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"808","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"809","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"812","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"814","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"791","Laisser-faire","1","2","0.3","208","0.2","0.44999999999999996","52"
"815","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"801","Laisser-faire","1","2","0.8","160","0.1","0.15","40"
"806","Laisser-faire","1","2","0.8","148","0.15","0.25","37"
"817","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"818","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"820","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"745","Laisser-faire","1","2","0.3","588","57.099999999999994","82.25","147"
"822","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"823","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"824","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"736","Laisser-faire","1","2","0.3","652","37.05","77.85","163"
"825","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"826","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"827","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"821","Laisser-faire","1","2","0.8","127","0.05","0.1","32"
"828","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"829","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"819","Laisser-faire","1","2","0.8","156","0.2","0.25","39"
"831","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"833","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"811","Laisser-faire","1","2","0.8","228","0.8999999999999999","1.35","57"
"832","Laisser-faire","1","2","0.8","84","0.1","0.1","21"
"835","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"838","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"837","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"841","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
"839","Laisser-faire","1","2","0.8","88","0.1","0.1","22"
"843","Laisser-faire","1","2","0.8","72","0.05","0.05","18"
