"[run number]","SCENARIO","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","[step]","MaxI%","nb-non-S%","epidemic-duration-final"
"1250","Laisser-faire","10","0.5","0.1","139","0.5499999999999999","0.6","35"
"1245","Laisser-faire","10","0.5","0.1","164","0.6","0.8","41"
"1253","Laisser-faire","10","0.5","0.1","124","0.6","0.6","31"
"1251","Laisser-faire","10","0.5","0.1","152","0.6","0.75","38"
"1256","Laisser-faire","10","0.5","0.1","108","0.5499999999999999","0.5499999999999999","27"
"1254","Laisser-faire","10","0.5","0.1","128","0.5499999999999999","0.6","32"
"1248","Laisser-faire","10","0.5","0.1","200","0.7000000000000001","0.8500000000000001","50"
"1236","Laisser-faire","10","0.5","0.1","304","0.65","1.2","76"
"1259","Laisser-faire","10","0.5","0.1","123","0.6","0.6","31"
"1261","Laisser-faire","10","0.5","0.1","118","0.6","0.6","30"
"1257","Laisser-faire","10","0.5","0.1","136","0.5499999999999999","0.65","34"
"1262","Laisser-faire","10","0.5","0.1","112","0.65","0.65","28"
"1267","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1255","Laisser-faire","10","0.5","0.1","189","0.6","0.7000000000000001","47"
"1258","Laisser-faire","10","0.5","0.1","152","0.5","0.65","38"
"1252","Laisser-faire","10","0.5","0.1","214","0.5","0.7000000000000001","54"
"1265","Laisser-faire","10","0.5","0.1","85","0.5499999999999999","0.5499999999999999","21"
"1260","Laisser-faire","10","0.5","0.1","180","0.6","0.8","45"
"1266","Laisser-faire","10","0.5","0.1","128","0.6","0.7000000000000001","32"
"1264","Laisser-faire","10","0.5","0.1","142","0.5","0.65","36"
"1268","Laisser-faire","10","0.5","0.1","136","0.65","0.7000000000000001","34"
"1275","Laisser-faire","10","0.5","0.1","92","0.5499999999999999","0.5499999999999999","23"
"1270","Laisser-faire","10","0.5","0.1","128","0.5499999999999999","0.6","32"
"1272","Laisser-faire","10","0.5","0.1","111","0.5499999999999999","0.5499999999999999","28"
"1269","Laisser-faire","10","0.5","0.1","136","0.5499999999999999","0.7000000000000001","34"
"1278","Laisser-faire","10","0.5","0.1","100","0.5499999999999999","0.5499999999999999","25"
"1279","Laisser-faire","10","0.5","0.1","103","0.65","0.65","26"
"1274","Laisser-faire","10","0.5","0.1","133","0.6","0.65","33"
"1263","Laisser-faire","10","0.5","0.1","220","0.65","0.75","55"
"1277","Laisser-faire","10","0.5","0.1","152","0.6","0.8","38"
"1281","Laisser-faire","10","0.5","0.1","107","0.65","0.65","27"
"1280","Laisser-faire","10","0.5","0.1","123","0.5499999999999999","0.5499999999999999","31"
"1276","Laisser-faire","10","0.5","0.1","173","0.7000000000000001","1.05","43"
"1283","Laisser-faire","10","0.5","0.1","114","0.5499999999999999","0.5499999999999999","29"
"1273","Laisser-faire","10","0.5","0.1","184","0.6","0.7000000000000001","46"
"1282","Laisser-faire","10","0.5","0.1","133","0.5499999999999999","0.6","33"
"1287","Laisser-faire","10","0.5","0.1","105","0.5499999999999999","0.5499999999999999","26"
"1284","Laisser-faire","10","0.5","0.1","120","0.65","0.65","30"
"1291","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1271","Laisser-faire","10","0.5","0.1","236","0.75","1.3","59"
"1293","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1289","Laisser-faire","10","0.5","0.1","124","0.5499999999999999","0.5499999999999999","31"
"1294","Laisser-faire","10","0.5","0.1","72","0.5","0.5","18"
"1292","Laisser-faire","10","0.5","0.1","97","0.5499999999999999","0.5499999999999999","24"
"1286","Laisser-faire","10","0.5","0.1","168","0.5","0.65","42"
"1290","Laisser-faire","10","0.5","0.1","155","0.6","0.65","39"
"1297","Laisser-faire","10","0.5","0.1","100","0.5499999999999999","0.5499999999999999","25"
"1302","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1288","Laisser-faire","10","0.5","0.1","185","0.65","0.8","46"
"1301","Laisser-faire","10","0.5","0.3","117","0.65","0.65","29"
"1285","Laisser-faire","10","0.5","0.1","225","0.6","0.8","56"
"1304","Laisser-faire","10","0.5","0.3","96","0.5499999999999999","0.5499999999999999","24"
"1299","Laisser-faire","10","0.5","0.1","132","0.5","0.5499999999999999","33"
"1298","Laisser-faire","10","0.5","0.1","141","0.7000000000000001","0.75","35"
"1300","Laisser-faire","10","0.5","0.1","136","0.5","0.5499999999999999","34"
"1295","Laisser-faire","10","0.5","0.1","172","0.65","0.75","43"
"1305","Laisser-faire","10","0.5","0.3","121","0.65","0.65","30"
"1303","Laisser-faire","10","0.5","0.3","133","0.5","0.5499999999999999","33"
"1310","Laisser-faire","10","0.5","0.3","94","0.5499999999999999","0.5499999999999999","24"
"1311","Laisser-faire","10","0.5","0.3","107","0.5499999999999999","0.5499999999999999","27"
"1306","Laisser-faire","10","0.5","0.3","156","0.65","0.75","39"
"1296","Laisser-faire","10","0.5","0.1","219","0.8","0.95","55"
"1313","Laisser-faire","10","0.5","0.3","99","0.5499999999999999","0.5499999999999999","25"
"1309","Laisser-faire","10","0.5","0.3","140","0.5499999999999999","0.65","35"
"1307","Laisser-faire","10","0.5","0.3","164","0.5499999999999999","0.8","41"
"1314","Laisser-faire","10","0.5","0.3","116","0.6","0.6","29"
"1315","Laisser-faire","10","0.5","0.3","121","0.5499999999999999","0.5499999999999999","30"
"1308","Laisser-faire","10","0.5","0.3","184","0.65","0.75","46"
"1317","Laisser-faire","10","0.5","0.3","132","0.5499999999999999","0.6","33"
"1316","Laisser-faire","10","0.5","0.3","135","0.5","0.5499999999999999","34"
"1320","Laisser-faire","10","0.5","0.3","116","0.6","0.6","29"
"1318","Laisser-faire","10","0.5","0.3","128","0.65","0.75","32"
"1312","Laisser-faire","10","0.5","0.3","156","0.5499999999999999","0.65","39"
"1319","Laisser-faire","10","0.5","0.3","144","0.5","0.65","36"
"1326","Laisser-faire","10","0.5","0.3","93","0.5499999999999999","0.5499999999999999","23"
"1321","Laisser-faire","10","0.5","0.3","141","0.5","0.5499999999999999","35"
"1322","Laisser-faire","10","0.5","0.3","136","0.5499999999999999","0.6","34"
"1323","Laisser-faire","10","0.5","0.3","136","0.7000000000000001","0.75","34"
"1332","Laisser-faire","10","0.5","0.3","80","0.5499999999999999","0.5499999999999999","20"
"1325","Laisser-faire","10","0.5","0.3","140","0.7000000000000001","0.75","35"
"1327","Laisser-faire","10","0.5","0.3","134","0.6","0.65","34"
"1336","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1329","Laisser-faire","10","0.5","0.3","117","0.65","0.65","29"
"1324","Laisser-faire","10","0.5","0.3","164","0.65","0.8","41"
"1328","Laisser-faire","10","0.5","0.3","134","0.5","0.5499999999999999","34"
"1330","Laisser-faire","10","0.5","0.3","126","0.65","0.65","32"
"1333","Laisser-faire","10","0.5","0.3","132","0.5","0.5499999999999999","33"
"1339","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1335","Laisser-faire","10","0.5","0.3","134","0.5499999999999999","0.6","34"
"1341","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1334","Laisser-faire","10","0.5","0.3","152","0.6","0.65","38"
"1340","Laisser-faire","10","0.5","0.3","91","0.5499999999999999","0.5499999999999999","23"
"1343","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1331","Laisser-faire","10","0.5","0.3","168","0.6","0.65","42"
"1338","Laisser-faire","10","0.5","0.3","140","0.6","0.65","35"
"1342","Laisser-faire","10","0.5","0.3","129","0.65","0.75","32"
"1344","Laisser-faire","10","0.5","0.3","132","0.7000000000000001","0.8","33"
"1353","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1346","Laisser-faire","10","0.5","0.3","124","0.65","0.65","31"
"1337","Laisser-faire","10","0.5","0.3","180","0.5499999999999999","0.65","45"
"1352","Laisser-faire","10","0.5","0.3","89","0.5499999999999999","0.5499999999999999","22"
"1349","Laisser-faire","10","0.5","0.3","102","0.6","0.6","26"
"1347","Laisser-faire","10","0.5","0.3","136","0.5499999999999999","0.65","34"
"1345","Laisser-faire","10","0.5","0.3","160","0.7000000000000001","0.8","40"
"1357","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1348","Laisser-faire","10","0.5","0.3","143","0.75","0.8","36"
"1356","Laisser-faire","10","0.5","0.3","108","0.65","0.65","27"
"1355","Laisser-faire","10","0.5","0.3","124","0.6","0.6","31"
"1361","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1350","Laisser-faire","10","0.5","0.3","161","0.65","0.75","40"
"1354","Laisser-faire","10","0.5","0.3","144","0.7000000000000001","0.8999999999999999","36"
"1358","Laisser-faire","10","0.5","0.3","94","0.5499999999999999","0.5499999999999999","24"
"1359","Laisser-faire","10","0.5","0.3","88","0.5499999999999999","0.5499999999999999","22"
"1368","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1363","Laisser-faire","10","0.5","0.3","116","0.6","0.6","29"
"1364","Laisser-faire","10","0.5","0.3","124","0.6","0.6","31"
"1366","Laisser-faire","10","0.5","0.3","111","0.65","0.65","28"
"1351","Laisser-faire","10","0.5","0.3","216","0.5499999999999999","1","54"
"1365","Laisser-faire","10","0.5","0.3","140","0.5499999999999999","0.6","35"
"1375","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1360","Laisser-faire","10","0.5","0.3","156","0.65","0.8","39"
"1372","Laisser-faire","10","0.5","0.3","85","0.5499999999999999","0.5499999999999999","21"
"1370","Laisser-faire","10","0.5","0.3","110","0.6","0.6","28"
"1367","Laisser-faire","10","0.5","0.3","132","0.5","0.5499999999999999","33"
"1362","Laisser-faire","10","0.5","0.3","166","0.6","0.65","42"
"1369","Laisser-faire","10","0.5","0.3","132","0.6","0.65","33"
"1374","Laisser-faire","10","0.5","0.3","108","0.6","0.6","27"
"1371","Laisser-faire","10","0.5","0.3","134","0.5","0.5499999999999999","34"
"1377","Laisser-faire","10","0.5","0.3","92","0.5499999999999999","0.5499999999999999","23"
"1383","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1380","Laisser-faire","10","0.5","0.3","88","0.6","0.6","22"
"1376","Laisser-faire","10","0.5","0.3","127","0.6","0.65","32"
"1386","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1373","Laisser-faire","10","0.5","0.3","161","0.5499999999999999","0.65","40"
"1381","Laisser-faire","10","0.5","0.3","88","0.6","0.6","22"
"1388","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1379","Laisser-faire","10","0.5","0.3","125","0.65","0.65","31"
"1378","Laisser-faire","10","0.5","0.3","132","0.6","0.65","33"
"1387","Laisser-faire","10","0.5","0.3","112","0.5499999999999999","0.5499999999999999","28"
"1382","Laisser-faire","10","0.5","0.3","145","0.65","0.75","36"
"1385","Laisser-faire","10","0.5","0.3","148","0.5499999999999999","0.7000000000000001","37"
"1397","Laisser-faire","10","0.5","0.3","88","0.5499999999999999","0.5499999999999999","22"
"1394","Laisser-faire","10","0.5","0.3","96","0.6","0.6","24"
"1384","Laisser-faire","10","0.5","0.3","168","0.5499999999999999","0.7000000000000001","42"
"1400","Laisser-faire","10","0.5","0.3","72","0.5","0.5","18"
"1392","Laisser-faire","10","0.5","0.3","117","0.6","0.6","29"
"1395","Laisser-faire","10","0.5","0.3","112","0.6","0.6","28"
"1391","Laisser-faire","10","0.5","0.3","136","0.5","0.5499999999999999","34"
"1393","Laisser-faire","10","0.5","0.3","128","0.65","0.7000000000000001","32"
"1389","Laisser-faire","10","0.5","0.3","189","0.65","0.7000000000000001","47"
"1401","Laisser-faire","10","0.5","0.8","100","0.6","0.6","25"
"1398","Laisser-faire","10","0.5","0.3","141","0.6","0.7000000000000001","35"
"1390","Laisser-faire","10","0.5","0.3","176","0.65","0.95","44"
"1399","Laisser-faire","10","0.5","0.3","128","0.6","0.65","32"
"1405","Laisser-faire","10","0.5","0.8","80","0.5499999999999999","0.5499999999999999","20"
"1408","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1396","Laisser-faire","10","0.5","0.3","172","0.6","0.8","43"
"1402","Laisser-faire","10","0.5","0.8","136","0.5","0.5499999999999999","34"
"1412","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1407","Laisser-faire","10","0.5","0.8","114","0.6","0.6","29"
"1406","Laisser-faire","10","0.5","0.8","124","0.6","0.6","31"
"1404","Laisser-faire","10","0.5","0.8","132","0.5499999999999999","0.6","33"
"1403","Laisser-faire","10","0.5","0.8","144","0.5499999999999999","0.65","36"
"1410","Laisser-faire","10","0.5","0.8","124","0.5499999999999999","0.5499999999999999","31"
"1409","Laisser-faire","10","0.5","0.8","143","0.65","0.75","36"
"1411","Laisser-faire","10","0.5","0.8","135","0.6","0.65","34"
"1413","Laisser-faire","10","0.5","0.8","108","0.5499999999999999","0.5499999999999999","27"
"1414","Laisser-faire","10","0.5","0.8","111","0.5499999999999999","0.5499999999999999","28"
"1415","Laisser-faire","10","0.5","0.8","120","0.6","0.6","30"
"1418","Laisser-faire","10","0.5","0.8","100","0.5499999999999999","0.5499999999999999","25"
"1416","Laisser-faire","10","0.5","0.8","119","0.6","0.6","30"
"1417","Laisser-faire","10","0.5","0.8","116","0.5499999999999999","0.5499999999999999","29"
"1424","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1423","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1419","Laisser-faire","10","0.5","0.8","132","0.5","0.5499999999999999","33"
"1421","Laisser-faire","10","0.5","0.8","101","0.5499999999999999","0.5499999999999999","25"
"1420","Laisser-faire","10","0.5","0.8","116","0.65","0.65","29"
"1428","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1427","Laisser-faire","10","0.5","0.8","76","0.5499999999999999","0.5499999999999999","19"
"1422","Laisser-faire","10","0.5","0.8","116","0.5499999999999999","0.5499999999999999","29"
"1430","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1433","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1426","Laisser-faire","10","0.5","0.8","116","0.5499999999999999","0.5499999999999999","29"
"1434","Laisser-faire","10","0.5","0.8","81","0.5499999999999999","0.5499999999999999","20"
"1437","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1425","Laisser-faire","10","0.5","0.8","156","0.5","0.6","39"
"1431","Laisser-faire","10","0.5","0.8","111","0.5499999999999999","0.5499999999999999","28"
"1438","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1429","Laisser-faire","10","0.5","0.8","129","0.6","0.65","32"
"1440","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1432","Laisser-faire","10","0.5","0.8","141","0.6","0.65","35"
"1436","Laisser-faire","10","0.5","0.8","136","0.65","0.7000000000000001","34"
"1450","Laisser-faire","10","0.5","0.8","77","0.5499999999999999","0.5499999999999999","19"
"1451","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1439","Laisser-faire","10","0.5","0.8","147","0.6","0.7000000000000001","37"
"1442","Laisser-faire","10","0.5","0.8","140","0.5499999999999999","0.6","35"
"1441","Laisser-faire","10","0.5","0.8","144","0.6","0.7000000000000001","36"
"1443","Laisser-faire","10","0.5","0.8","149","0.5","0.6","37"
"1435","Laisser-faire","10","0.5","0.8","189","0.5499999999999999","0.8500000000000001","47"
"1448","Laisser-faire","10","0.5","0.8","116","0.5499999999999999","0.5499999999999999","29"
"1445","Laisser-faire","10","0.5","0.8","135","0.5","0.5499999999999999","34"
"1444","Laisser-faire","10","0.5","0.8","152","0.7000000000000001","0.8500000000000001","38"
"1449","Laisser-faire","10","0.5","0.8","124","0.65","0.65","31"
"1452","Laisser-faire","10","0.5","0.8","120","0.65","0.65","30"
"1446","Laisser-faire","10","0.5","0.8","156","0.5499999999999999","0.65","39"
"1447","Laisser-faire","10","0.5","0.8","144","0.65","0.75","36"
"1453","Laisser-faire","10","0.5","0.8","113","0.6","0.6","28"
"1455","Laisser-faire","10","0.5","0.8","76","0.5499999999999999","0.5499999999999999","19"
"1457","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1458","Laisser-faire","10","0.5","0.8","93","0.5499999999999999","0.5499999999999999","23"
"1463","Laisser-faire","10","0.5","0.8","77","0.5499999999999999","0.5499999999999999","19"
"1461","Laisser-faire","10","0.5","0.8","95","0.5499999999999999","0.5499999999999999","24"
"1454","Laisser-faire","10","0.5","0.8","152","0.5","0.65","38"
"1464","Laisser-faire","10","0.5","0.8","84","0.5499999999999999","0.5499999999999999","21"
"1467","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1465","Laisser-faire","10","0.5","0.8","91","0.65","0.65","23"
"1459","Laisser-faire","10","0.5","0.8","128","0.5499999999999999","0.6","32"
"1460","Laisser-faire","10","0.5","0.8","123","0.65","0.65","31"
"1468","Laisser-faire","10","0.5","0.8","82","0.5499999999999999","0.5499999999999999","21"
"1466","Laisser-faire","10","0.5","0.8","101","0.6","0.6","25"
"1470","Laisser-faire","10","0.5","0.8","92","0.6","0.6","23"
"1462","Laisser-faire","10","0.5","0.8","138","0.5","0.5499999999999999","35"
"1473","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1456","Laisser-faire","10","0.5","0.8","176","0.5499999999999999","0.6","44"
"1472","Laisser-faire","10","0.5","0.8","84","0.5499999999999999","0.5499999999999999","21"
"1475","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1471","Laisser-faire","10","0.5","0.8","122","0.6","0.6","31"
"1469","Laisser-faire","10","0.5","0.8","128","0.5499999999999999","0.6","32"
"1478","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1480","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1476","Laisser-faire","10","0.5","0.8","97","0.5499999999999999","0.5499999999999999","24"
"1477","Laisser-faire","10","0.5","0.8","100","0.5499999999999999","0.5499999999999999","25"
"1474","Laisser-faire","10","0.5","0.8","116","0.5499999999999999","0.5499999999999999","29"
"1482","Laisser-faire","10","0.5","0.8","96","0.5499999999999999","0.5499999999999999","24"
"1488","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1487","Laisser-faire","10","0.5","0.8","80","0.5499999999999999","0.5499999999999999","20"
"1483","Laisser-faire","10","0.5","0.8","116","0.6","0.6","29"
"1481","Laisser-faire","10","0.5","0.8","132","0.5499999999999999","0.6","33"
"1489","Laisser-faire","10","0.5","0.8","85","0.5499999999999999","0.5499999999999999","21"
"1486","Laisser-faire","10","0.5","0.8","108","0.6","0.6","27"
"1492","Laisser-faire","10","0.5","0.8","89","0.5499999999999999","0.5499999999999999","22"
"1494","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1484","Laisser-faire","10","0.5","0.8","129","0.5499999999999999","0.6","32"
"1485","Laisser-faire","10","0.5","0.8","123","0.6","0.6","31"
"1479","Laisser-faire","10","0.5","0.8","172","0.5","0.6","43"
"1490","Laisser-faire","10","0.5","0.8","119","0.6","0.6","30"
"1496","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1495","Laisser-faire","10","0.5","0.8","93","0.5499999999999999","0.5499999999999999","23"
"1497","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1498","Laisser-faire","10","0.5","0.8","72","0.5","0.5","18"
"1491","Laisser-faire","10","0.5","0.8","132","0.5","0.5499999999999999","33"
"1500","Laisser-faire","10","0.5","0.8","104","0.5499999999999999","0.5499999999999999","26"
"1493","Laisser-faire","10","0.5","0.8","161","0.5499999999999999","0.65","40"
"1502","Laisser-faire","10","1","0.1","94","0.6","0.6","24"
"1499","Laisser-faire","10","0.5","0.8","172","0.65","0.75","43"
"1504","Laisser-faire","10","1","0.1","152","0.65","0.75","38"
"1508","Laisser-faire","10","1","0.1","141","0.65","0.8","35"
"1511","Laisser-faire","10","1","0.1","124","0.95","0.95","31"
"1512","Laisser-faire","10","1","0.1","128","0.65","0.7000000000000001","32"
"1505","Laisser-faire","10","1","0.1","160","0.7000000000000001","0.8500000000000001","40"
"1501","Laisser-faire","10","1","0.1","192","0.6","1","48"
"1509","Laisser-faire","10","1","0.1","164","0.6","0.75","41"
"1515","Laisser-faire","10","1","0.1","120","0.6","0.6","30"
"1516","Laisser-faire","10","1","0.1","120","0.5499999999999999","0.5499999999999999","30"
"1507","Laisser-faire","10","1","0.1","224","0.8500000000000001","1","56"
"1514","Laisser-faire","10","1","0.1","173","0.8","1.05","43"
"1513","Laisser-faire","10","1","0.1","215","0.65","1.4000000000000001","54"
"1524","Laisser-faire","10","1","0.1","78","0.5499999999999999","0.5499999999999999","20"
"1526","Laisser-faire","10","1","0.1","72","0.5","0.5","18"
"1506","Laisser-faire","10","1","0.1","265","0.5","0.8","66"
"1517","Laisser-faire","10","1","0.1","172","0.8500000000000001","1.0999999999999999","43"
"1523","Laisser-faire","10","1","0.1","167","0.75","0.8500000000000001","42"
"1519","Laisser-faire","10","1","0.1","192","0.65","1.0999999999999999","48"
"1521","Laisser-faire","10","1","0.1","208","0.8","1.2","52"
"1531","Laisser-faire","10","1","0.1","120","0.5499999999999999","0.5499999999999999","30"
"1529","Laisser-faire","10","1","0.1","139","0.5499999999999999","0.6","35"
"1527","Laisser-faire","10","1","0.1","162","0.7000000000000001","0.8","41"
"1530","Laisser-faire","10","1","0.1","152","0.8","0.8500000000000001","38"
"1525","Laisser-faire","10","1","0.1","232","0.65","0.8500000000000001","58"
"1522","Laisser-faire","10","1","0.1","264","0.8500000000000001","1.4500000000000002","66"
"1528","Laisser-faire","10","1","0.1","212","0.8","1.5","53"
"1532","Laisser-faire","10","1","0.1","179","0.7000000000000001","0.8","45"
"1533","Laisser-faire","10","1","0.1","168","0.6","0.75","42"
"1518","Laisser-faire","10","1","0.1","341","0.6","1.5","85"
"1538","Laisser-faire","10","1","0.1","134","0.6","0.65","34"
"1535","Laisser-faire","10","1","0.1","188","0.8","1.25","47"
"1536","Laisser-faire","10","1","0.1","172","0.8","0.95","43"
"1541","Laisser-faire","10","1","0.1","120","0.6","0.6","30"
"1540","Laisser-faire","10","1","0.1","169","0.7000000000000001","0.8999999999999999","42"
"1537","Laisser-faire","10","1","0.1","216","0.7000000000000001","0.8999999999999999","54"
"1520","Laisser-faire","10","1","0.1","410","0.5499999999999999","2.1999999999999997","103"
"1539","Laisser-faire","10","1","0.1","220","0.6","0.8999999999999999","55"
"1543","Laisser-faire","10","1","0.1","164","0.6","0.65","41"
"1545","Laisser-faire","10","1","0.1","152","0.65","0.75","38"
"1542","Laisser-faire","10","1","0.1","211","0.65","0.75","53"
"1546","Laisser-faire","10","1","0.1","166","0.8","0.8500000000000001","42"
"1550","Laisser-faire","10","1","0.1","151","0.5","0.6","38"
"1551","Laisser-faire","10","1","0.1","135","0.8","0.8999999999999999","34"
"1544","Laisser-faire","10","1","0.1","237","0.75","1.5","59"
"1548","Laisser-faire","10","1","0.1","204","0.75","1.05","51"
"1552","Laisser-faire","10","1","0.1","140","0.7000000000000001","0.75","35"
"1547","Laisser-faire","10","1","0.1","223","0.8500000000000001","1.15","56"
"1549","Laisser-faire","10","1","0.1","213","0.7000000000000001","1.05","53"
"1557","Laisser-faire","10","1","0.1","148","0.8","0.95","37"
"1553","Laisser-faire","10","1","0.1","192","0.75","1.25","48"
"1558","Laisser-faire","10","1","0.1","133","0.65","0.7000000000000001","33"
"1555","Laisser-faire","10","1","0.1","192","0.8","1.0999999999999999","48"
"1559","Laisser-faire","10","1","0.1","136","0.8","0.8500000000000001","34"
"1564","Laisser-faire","10","1","0.1","104","0.65","0.65","26"
"1562","Laisser-faire","10","1","0.1","119","0.7000000000000001","0.7000000000000001","30"
"1560","Laisser-faire","10","1","0.1","149","0.7000000000000001","0.8","37"
"1556","Laisser-faire","10","1","0.1","220","0.75","1.5","55"
"1563","Laisser-faire","10","1","0.1","140","0.75","0.8500000000000001","35"
"1503","Laisser-faire","10","1","0.1","708","17","55.7","177"
"1565","Laisser-faire","10","1","0.1","147","0.8500000000000001","0.95","37"
"1561","Laisser-faire","10","1","0.1","186","0.8","0.95","47"
"1568","Laisser-faire","10","1","0.1","124","0.75","0.75","31"
"1569","Laisser-faire","10","1","0.1","137","0.5499999999999999","0.6","34"
"1534","Laisser-faire","10","1","0.1","525","0.8","3.05","131"
"1566","Laisser-faire","10","1","0.1","164","0.75","0.8500000000000001","41"
"1567","Laisser-faire","10","1","0.1","174","0.7000000000000001","0.8","44"
"1574","Laisser-faire","10","1","0.1","142","0.75","0.8500000000000001","36"
"1573","Laisser-faire","10","1","0.1","156","0.6","0.8","39"
"1576","Laisser-faire","10","1","0.1","132","0.65","0.75","33"
"1570","Laisser-faire","10","1","0.1","208","0.8","1.5","52"
"1577","Laisser-faire","10","1","0.1","140","0.5499999999999999","0.6","35"
"1579","Laisser-faire","10","1","0.1","116","0.5499999999999999","0.5499999999999999","29"
"1571","Laisser-faire","10","1","0.1","209","0.7000000000000001","0.8999999999999999","52"
"1584","Laisser-faire","10","1","0.1","109","0.6","0.6","27"
"1578","Laisser-faire","10","1","0.1","200","0.8","1.35","50"
"1582","Laisser-faire","10","1","0.1","152","0.65","0.75","38"
"1583","Laisser-faire","10","1","0.1","142","0.6","0.7000000000000001","36"
"1510","Laisser-faire","10","1","0.1","830","20.25","67.85","208"
"1581","Laisser-faire","10","1","0.1","192","0.8999999999999999","1","48"
"1585","Laisser-faire","10","1","0.1","143","0.7000000000000001","0.8500000000000001","36"
"1590","Laisser-faire","10","1","0.1","121","0.6","0.6","30"
"1589","Laisser-faire","10","1","0.1","172","1","1.15","43"
"1575","Laisser-faire","10","1","0.1","320","0.6","1.6500000000000001","80"
"1592","Laisser-faire","10","1","0.1","128","0.7000000000000001","0.75","32"
"1588","Laisser-faire","10","1","0.1","196","0.8500000000000001","1.4000000000000001","49"
"1591","Laisser-faire","10","1","0.1","140","0.6","0.7000000000000001","35"
"1586","Laisser-faire","10","1","0.1","208","0.65","1.05","52"
"1587","Laisser-faire","10","1","0.1","236","0.75","1.55","59"
"1572","Laisser-faire","10","1","0.1","387","0.75","1.55","97"
"1603","Laisser-faire","10","1","0.3","88","0.6","0.6","22"
"1596","Laisser-faire","10","1","0.1","172","0.75","1.05","43"
"1598","Laisser-faire","10","1","0.1","158","0.75","0.8500000000000001","40"
"1602","Laisser-faire","10","1","0.3","132","0.5499999999999999","0.6","33"
"1599","Laisser-faire","10","1","0.1","148","0.6","0.65","37"
"1593","Laisser-faire","10","1","0.1","248","0.5499999999999999","0.8","62"
"1600","Laisser-faire","10","1","0.1","164","0.65","0.95","41"
"1594","Laisser-faire","10","1","0.1","265","0.8500000000000001","1.7999999999999998","66"
"1604","Laisser-faire","10","1","0.3","180","0.8","1.0999999999999999","45"
"1595","Laisser-faire","10","1","0.1","290","0.7000000000000001","1.4000000000000001","73"
"1607","Laisser-faire","10","1","0.3","146","0.6","0.8","37"
"1601","Laisser-faire","10","1","0.3","225","0.65","1.05","56"
"1609","Laisser-faire","10","1","0.3","141","0.5499999999999999","0.7000000000000001","35"
"1606","Laisser-faire","10","1","0.3","190","0.75","1.0999999999999999","48"
"1612","Laisser-faire","10","1","0.3","141","0.7000000000000001","0.8","35"
"1610","Laisser-faire","10","1","0.3","151","0.6","0.8","38"
"1597","Laisser-faire","10","1","0.1","340","0.7000000000000001","1.6500000000000001","85"
"1618","Laisser-faire","10","1","0.3","72","0.5","0.5","18"
"1613","Laisser-faire","10","1","0.3","164","0.75","0.8500000000000001","41"
"1605","Laisser-faire","10","1","0.3","278","0.7000000000000001","2.0500000000000003","70"
"1615","Laisser-faire","10","1","0.3","161","0.6","0.7000000000000001","40"
"1608","Laisser-faire","10","1","0.3","252","0.75","1.7999999999999998","63"
