"BehaviorSpace results (NetLogo 6.1.1)"
"CoVprehension_backtracking_V10VersionSite_180520.nlogo"
"Explo_V10_Scenario2"
"05/19/2020 10:06:53:371 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","Temps-d'attente-pour-la-réalisation-du-test","Probabilité-que-le-test-soit-efficace","Probabilité-de-respect-du-confinement","SCENARIO","[step]","MaxI%","nb-non-S%","epidemic-duration-final","Max-Conf%","total-population-locked%","population-tested%","total-nb-tests","total-nb-contagious","contagious-detected%","contagious-lockeddown%","proportion-non-contagious-lockeddown%","proportion-total-contagious-lockeddown-tracked","proportion-total-contagious-lockeddown-symptom"
"1337","10","0.5","0.3","0","0.95","1","Confinement simple","142","0.6","0.7000000000000001","36","0.8","0.8","0.2","4","14","28.57142857142857","57.14285714285714","57.89473684210527","20","80"
"1331","10","0.5","0.3","0","0.95","1","Confinement simple","194","0.6","0.8500000000000001","49","1.4500000000000002","1.4500000000000002","0.35000000000000003","7","17","35.294117647058826","82.35294117647058","61.111111111111114","0","100"
"1342","10","0.5","0.3","0","0.95","1","Confinement simple","113","0.65","0.65","28","0.8999999999999999","0.8999999999999999","0.25","6","13","38.46153846153847","61.53846153846154","61.904761904761905","0","100"
"1333","10","0.5","0.3","0","0.95","1","Confinement simple","179","0.7000000000000001","0.8500000000000001","45","1.55","1.55","0.35000000000000003","8","17","41.17647058823529","82.35294117647058","63.1578947368421","0","100"
"1335","10","0.5","0.3","0","0.95","1","Confinement simple","170","0.6","0.75","43","1.3","1.3","0.3","6","15","40","73.33333333333333","64.51612903225806","0","100"
"1339","10","0.5","0.3","0","0.95","1","Confinement simple","173","0.6","0.7000000000000001","43","0.8","0.8","0.25","5","14","35.714285714285715","57.14285714285714","57.89473684210527","0","100"
"1343","10","0.5","0.3","0","0.95","1","Confinement simple","128","0.6","0.65","32","1","1","0.3","7","13","46.15384615384615","61.53846153846154","61.904761904761905","14.285714285714285","85.71428571428571"
"1336","10","0.5","0.3","0","0.95","1","Confinement simple","189","0.5499999999999999","0.75","47","1.2","1.2","0.35000000000000003","7","15","46.666666666666664","73.33333333333333","60.71428571428571","0","100"
"1341","10","0.5","0.3","0","0.95","1","Confinement simple","151","0.65","0.8","38","1.4500000000000002","1.4500000000000002","0.44999999999999996","9","16","56.25","93.75","57.14285714285714","0","100"
"1344","10","0.5","0.3","0","0.95","1","Confinement simple","139","0.65","0.7000000000000001","35","1.2","1.2","0.3","7","14","42.857142857142854","64.28571428571429","65.38461538461539","14.285714285714285","85.71428571428571"
"1348","10","0.5","0.3","0","0.95","1","Confinement simple","88","0.5499999999999999","0.5499999999999999","22","1.25","1.25","0.4","8","11","72.72727272727273","81.81818181818183","64","11.11111111111111","88.88888888888889"
"1346","10","0.5","0.3","0","0.95","1","Confinement simple","110","0.6","0.6","28","1.3","1.3","0.4","8","12","66.66666666666666","83.33333333333334","64.28571428571429","0","100"
"1345","10","0.5","0.3","0","0.95","1","Confinement simple","133","0.7000000000000001","0.8","33","1.5","1.5","0.4","8","16","50","81.25","62.857142857142854","0","100"
"1340","10","0.5","0.3","0","0.95","1","Confinement simple","215","0.65","1.15","54","1.95","1.95","0.35000000000000003","8","23","30.434782608695656","86.95652173913044","61.53846153846154","0","100"
"1347","10","0.5","0.3","0","0.95","1","Confinement simple","138","0.65","0.7000000000000001","35","1.6500000000000001","1.6500000000000001","0.44999999999999996","9","14","64.28571428571429","92.85714285714286","62.857142857142854","18.181818181818183","81.81818181818183"
"1352","10","0.5","0.3","0","0.95","1","Confinement simple","115","0.7000000000000001","0.7000000000000001","29","1.4000000000000001","1.4000000000000001","0.3","6","14","42.857142857142854","71.42857142857143","68.75","0","100"
"1351","10","0.5","0.3","0","0.95","1","Confinement simple","118","0.65","0.65","30","1.0999999999999999","1.0999999999999999","0.25","5","13","38.46153846153847","61.53846153846154","66.66666666666666","16.666666666666664","83.33333333333334"
"1353","10","0.5","0.3","0","0.95","1","Confinement simple","119","0.7000000000000001","0.7000000000000001","30","1.25","1.25","0.35000000000000003","8","14","50","78.57142857142857","62.06896551724138","0","100"
"1355","10","0.5","0.3","0","0.95","1","Confinement simple","133","0.6","0.65","33","1.55","1.55","0.4","10","13","61.53846153846154","84.61538461538461","67.64705882352942","0","100"
"1354","10","0.5","0.3","0","0.95","1","Confinement simple","149","0.65","0.8","37","2","2","0.44999999999999996","11","16","56.25","93.75","66.66666666666666","10","90"
"1358","10","0.5","0.3","0","0.95","1","Confinement simple","135","0.75","0.8500000000000001","34","1.25","1.25","0.35000000000000003","7","17","41.17647058823529","76.47058823529412","58.06451612903226","0","100"
"1359","10","0.5","0.3","0","0.95","1","Confinement simple","138","0.6","0.65","35","1.7000000000000002","1.7000000000000002","0.44999999999999996","9","13","69.23076923076923","92.3076923076923","67.56756756756756","0","100"
"1350","10","0.5","0.3","0","0.95","1","Confinement simple","200","0.65","0.8500000000000001","50","1.6500000000000001","1.6500000000000001","0.44999999999999996","9","17","52.94117647058824","94.11764705882352","60","0","100"
"1357","10","0.5","0.3","0","0.95","1","Confinement simple","167","0.75","1.05","42","1.4000000000000001","1.4000000000000001","0.4","8","21","38.095238095238095","80.95238095238095","52.77777777777778","11.11111111111111","88.88888888888889"
"1365","10","0.5","0.3","0","0.95","1","Confinement simple","90","0.5499999999999999","0.5499999999999999","23","1.7999999999999998","1.7999999999999998","0.35000000000000003","9","11","63.63636363636363","72.72727272727273","78.37837837837837","0","100"
"1356","10","0.5","0.3","0","0.95","1","Confinement simple","177","0.7000000000000001","0.8999999999999999","44","0.95","1","0.3","6","18","33.33333333333333","55.55555555555556","56.52173913043478","14.285714285714285","85.71428571428571"
"1349","10","0.5","0.3","0","0.95","1","Confinement simple","220","0.6","0.8500000000000001","55","1.4500000000000002","1.4500000000000002","0.4","9","17","47.05882352941176","88.23529411764706","58.333333333333336","0","100"
"1363","10","0.5","0.3","0","0.95","1","Confinement simple","129","0.5499999999999999","0.6","32","1.15","1.15","0.35000000000000003","7","12","58.333333333333336","75","62.5","12.5","87.5"
"1361","10","0.5","0.3","0","0.95","1","Confinement simple","165","0.65","0.95","41","1.4500000000000002","1.4500000000000002","0.35000000000000003","7","19","36.84210526315789","78.94736842105263","59.45945945945946","0","100"
"1367","10","0.5","0.3","0","0.95","1","Confinement simple","144","0.8500000000000001","0.95","36","1.7000000000000002","1.7000000000000002","0.35000000000000003","7","19","36.84210526315789","73.68421052631578","65.85365853658537","0","100"
"1368","10","0.5","0.3","0","0.95","1","Confinement simple","124","0.6","0.6","31","1.35","1.35","0.4","8","12","66.66666666666666","75","67.85714285714286","0","100"
"1370","10","0.5","0.3","0","0.95","1","Confinement simple","115","0.7000000000000001","0.7000000000000001","29","1.4500000000000002","1.4500000000000002","0.4","8","14","57.14285714285714","85.71428571428571","62.5","11.11111111111111","88.88888888888889"
"1364","10","0.5","0.3","0","0.95","1","Confinement simple","173","0.65","0.8500000000000001","43","1.55","1.55","0.35000000000000003","7","17","41.17647058823529","76.47058823529412","63.888888888888886","12.5","87.5"
"1360","10","0.5","0.3","0","0.95","1","Confinement simple","211","0.75","1.15","53","1.4500000000000002","1.4500000000000002","0.3","7","23","26.08695652173913","82.6086956521739","54.761904761904766","0","100"
"1369","10","0.5","0.3","0","0.95","1","Confinement simple","152","0.6","0.7000000000000001","38","1.35","1.35","0.4","8","14","57.14285714285714","85.71428571428571","61.29032258064516","0","100"
"1378","10","0.5","0.3","0","0.95","1","Confinement simple","84","0.5499999999999999","0.5499999999999999","21","1.55","1.55","0.3","7","11","54.54545454545454","63.63636363636363","77.41935483870968","14.285714285714285","85.71428571428571"
"1371","10","0.5","0.3","0","0.95","1","Confinement simple","137","0.7000000000000001","0.75","34","2.8000000000000003","2.8000000000000003","0.44999999999999996","10","15","60","93.33333333333333","76.66666666666667","10","90"
"1375","10","0.5","0.3","0","0.95","1","Confinement simple","117","0.75","0.75","29","1.4000000000000001","1.4000000000000001","0.5","11","15","66.66666666666666","86.66666666666667","58.06451612903226","0","100"
"1362","10","0.5","0.3","0","0.95","1","Confinement simple","239","0.5499999999999999","1.05","60","1.55","1.55","0.44999999999999996","9","21","42.857142857142854","95.23809523809523","52.38095238095239","0","100"
"1366","10","0.5","0.3","0","0.95","1","Confinement simple","210","0.5","0.7000000000000001","53","1.35","1.35","0.25","5","14","35.714285714285715","64.28571428571429","70.96774193548387","0","100"
"1376","10","0.5","0.3","0","0.95","1","Confinement simple","127","0.6","0.65","32","1.5","1.5","0.4","8","13","61.53846153846154","76.92307692307693","66.66666666666666","20","80"
"1374","10","0.5","0.3","0","0.95","1","Confinement simple","140","0.5","0.5499999999999999","35","2.1","2.1","0.44999999999999996","9","11","81.81818181818183","90.9090909090909","76.74418604651163","0","100"
"1377","10","0.5","0.3","0","0.95","1","Confinement simple","114","0.8","0.8","29","1.3","1.3","0.4","8","16","50","87.5","54.83870967741935","11.11111111111111","88.88888888888889"
"1381","10","0.5","0.3","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.8500000000000001","0.8500000000000001","0.3","6","10","60","60","64.70588235294117","0","100"
"1373","10","0.5","0.3","0","0.95","1","Confinement simple","180","0.65","0.8500000000000001","45","1.35","1.35","0.35000000000000003","7","17","41.17647058823529","82.35294117647058","58.82352941176471","0","100"
"1379","10","0.5","0.3","0","0.95","1","Confinement simple","129","0.5499999999999999","0.65","32","1.15","1.15","0.35000000000000003","7","13","53.84615384615385","76.92307692307693","61.53846153846154","0","100"
"1383","10","0.5","0.3","0","0.95","1","Confinement simple","104","0.5499999999999999","0.5499999999999999","26","1.15","1.15","0.3","6","11","54.54545454545454","63.63636363636363","69.56521739130434","14.285714285714285","85.71428571428571"
"1380","10","0.5","0.3","0","0.95","1","Confinement simple","141","0.5","0.5499999999999999","35","1.25","1.25","0.4","10","11","72.72727272727273","81.81818181818183","65.38461538461539","0","100"
"1384","10","0.5","0.3","0","0.95","1","Confinement simple","127","0.5","0.5499999999999999","32","1.2","1.2","0.3","6","11","54.54545454545454","63.63636363636363","72","0","100"
"1372","10","0.5","0.3","0","0.95","1","Confinement simple","244","0.7000000000000001","0.8500000000000001","61","1.95","1.95","0.44999999999999996","11","17","52.94117647058824","94.11764705882352","65.21739130434783","0","100"
"1386","10","0.5","0.3","0","0.95","1","Confinement simple","133","0.8","0.8500000000000001","33","1.7500000000000002","1.7500000000000002","0.35000000000000003","8","17","41.17647058823529","82.35294117647058","66.66666666666666","0","100"
"1388","10","0.5","0.3","0","0.95","1","Confinement simple","133","0.5","0.5499999999999999","33","1.55","1.55","0.3","6","11","54.54545454545454","63.63636363636363","78.125","0","100"
"1382","10","0.5","0.3","0","0.95","1","Confinement simple","179","0.75","1","45","1.55","1.55","0.4","8","20","40","85","57.49999999999999","0","100"
"1393","10","0.5","0.3","0","0.95","1","Confinement simple","120","0.5499999999999999","0.5499999999999999","30","1.0999999999999999","1.0999999999999999","0.25","5","11","45.45454545454545","54.54545454545454","72.72727272727273","16.666666666666664","83.33333333333334"
"1390","10","0.5","0.3","0","0.95","1","Confinement simple","150","0.5","0.65","38","1","1","0.25","6","13","38.46153846153847","61.53846153846154","65.21739130434783","0","100"
"1389","10","0.5","0.3","0","0.95","1","Confinement simple","147","0.7000000000000001","0.75","37","1.4500000000000002","1.4500000000000002","0.4","8","15","53.333333333333336","86.66666666666667","60.60606060606061","11.11111111111111","88.88888888888889"
"1391","10","0.5","0.3","0","0.95","1","Confinement simple","157","0.65","0.8500000000000001","39","1.4000000000000001","1.4000000000000001","0.4","9","17","47.05882352941176","88.23529411764706","55.88235294117647","11.11111111111111","88.88888888888889"
"1392","10","0.5","0.3","0","0.95","1","Confinement simple","157","0.5","0.6","39","2","2","0.44999999999999996","9","12","75","83.33333333333334","75.60975609756098","0","100"
"1394","10","0.5","0.3","0","0.95","1","Confinement simple","138","0.6","0.65","35","1.55","1.55","0.44999999999999996","10","13","69.23076923076923","84.61538461538461","66.66666666666666","0","100"
"1385","10","0.5","0.3","0","0.95","1","Confinement simple","197","0.7000000000000001","0.95","49","1.6500000000000001","1.6500000000000001","0.35000000000000003","7","19","36.84210526315789","78.94736842105263","63.41463414634146","0","100"
"1387","10","0.5","0.3","0","0.95","1","Confinement simple","194","0.65","0.8999999999999999","49","1.7999999999999998","1.7999999999999998","0.44999999999999996","9","18","50","94.44444444444444","61.36363636363637","0","100"
"1402","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0","0","0","0","10","0","0","0","0","0"
"1403","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.15","0.15","0.05","2","10","10","10","66.66666666666666","0","100"
"1396","10","0.5","0.3","0","0.95","1","Confinement simple","170","0.7000000000000001","0.8","43","1.6","1.6","0.44999999999999996","10","16","56.25","93.75","60.526315789473685","0","100"
"1395","10","0.5","0.3","0","0.95","1","Confinement simple","183","0.65","0.75","46","1.5","1.5","0.44999999999999996","10","15","60","86.66666666666667","61.76470588235294","0","100"
"1400","10","0.5","0.3","0","0.95","1","Confinement simple","127","0.6","0.65","32","1.5","1.5","0.44999999999999996","9","13","69.23076923076923","84.61538461538461","65.625","0","100"
"1406","10","0.5","0.8","0","0.95","1","Confinement simple","89","0.5499999999999999","0.5499999999999999","22","0.4","0.4","0.1","2","11","18.181818181818183","27.27272727272727","62.5","33.33333333333333","66.66666666666666"
"1398","10","0.5","0.3","0","0.95","1","Confinement simple","143","0.5499999999999999","0.65","36","1.05","1.05","0.35000000000000003","7","13","53.84615384615385","76.92307692307693","58.333333333333336","0","100"
"1408","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.3","0.3","0.05","1","10","10","10","83.33333333333334","0","100"
"1409","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0","0","0","0","10","0","0","0","0","0"
"1407","10","0.5","0.8","0","0.95","1","Confinement simple","98","0.6","0.6","25","0.95","0.95","0.2","4","12","33.33333333333333","50","70","20","80"
"1399","10","0.5","0.3","0","0.95","1","Confinement simple","166","0.6","0.8","42","1.9","1.9","0.4","8","16","50","87.5","67.44186046511628","11.11111111111111","88.88888888888889"
"1397","10","0.5","0.3","0","0.95","1","Confinement simple","191","0.7000000000000001","0.8","48","2","2","0.44999999999999996","10","16","56.25","93.75","67.3913043478261","0","100"
"1404","10","0.5","0.8","0","0.95","1","Confinement simple","134","0.65","0.7000000000000001","34","0.5499999999999999","0.5499999999999999","0.15","3","14","21.428571428571427","42.857142857142854","53.84615384615385","25","75"
"1410","10","0.5","0.8","0","0.95","1","Confinement simple","108","0.7000000000000001","0.7000000000000001","27","1.0999999999999999","1.0999999999999999","0.3","6","14","42.857142857142854","57.14285714285714","65.21739130434783","14.285714285714285","85.71428571428571"
"1405","10","0.5","0.8","0","0.95","1","Confinement simple","144","0.6","0.7000000000000001","36","0.5","0.5","0.1","4","14","14.285714285714285","42.857142857142854","57.14285714285714","0","100"
"1401","10","0.5","0.8","0","0.95","1","Confinement simple","180","0.5","0.7000000000000001","45","0.4","0.4","0.1","2","14","14.285714285714285","42.857142857142854","50","0","100"
"1417","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.25","0.25","0.05","2","10","10","10","80","0","100"
"1414","10","0.5","0.8","0","0.95","1","Confinement simple","96","0.6","0.6","24","0.15","0.15","0.05","1","12","8.333333333333332","8.333333333333332","66.66666666666666","0","100"
"1418","10","0.5","0.8","0","0.95","1","Confinement simple","88","0.5499999999999999","0.5499999999999999","22","1.15","1.15","0.3","7","11","54.54545454545454","72.72727272727273","65.21739130434783","25","75"
"1421","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.1","0.1","0.05","1","10","10","10","50","0","100"
"1413","10","0.5","0.8","0","0.95","1","Confinement simple","118","0.75","0.75","30","0.4","0.4","0.1","2","15","13.333333333333334","33.33333333333333","50","33.33333333333333","66.66666666666666"
"1419","10","0.5","0.8","0","0.95","1","Confinement simple","126","0.6","0.6","32","0.6","0.6","0.15","3","12","25","41.66666666666667","64.28571428571429","0","100"
"1412","10","0.5","0.8","0","0.95","1","Confinement simple","172","0.6","0.8","43","1.35","1.35","0.25","5","16","31.25","62.5","67.74193548387096","16.666666666666664","83.33333333333334"
"1415","10","0.5","0.8","0","0.95","1","Confinement simple","132","0.5499999999999999","0.6","33","0.65","0.65","0.15","4","12","25","33.33333333333333","71.42857142857143","0","100"
"1420","10","0.5","0.8","0","0.95","1","Confinement simple","123","0.6","0.6","31","0.3","0.3","0.1","3","12","16.666666666666664","25","57.14285714285714","0","100"
"1416","10","0.5","0.8","0","0.95","1","Confinement simple","136","0.5","0.5499999999999999","34","0.25","0.25","0.05","1","11","9.090909090909092","18.181818181818183","66.66666666666666","0","100"
"1411","10","0.5","0.8","0","0.95","1","Confinement simple","197","0.6","0.8999999999999999","49","0.6","0.6","0.1","2","18","11.11111111111111","38.88888888888889","53.333333333333336","50","50"
"1423","10","0.5","0.8","0","0.95","1","Confinement simple","124","0.7000000000000001","0.7000000000000001","31","0.44999999999999996","0.44999999999999996","0.1","2","14","14.285714285714285","14.285714285714285","77.77777777777779","0","100"
"1427","10","0.5","0.8","0","0.95","1","Confinement simple","95","0.5499999999999999","0.5499999999999999","24","0","0","0","0","11","0","0","0","0","0"
"1424","10","0.5","0.8","0","0.95","1","Confinement simple","124","0.5499999999999999","0.5499999999999999","31","0.5499999999999999","0.5499999999999999","0.15","3","11","27.27272727272727","36.36363636363637","66.66666666666666","0","100"
"1431","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.3","0.3","0.1","2","10","20","20","66.66666666666666","0","100"
"1429","10","0.5","0.8","0","0.95","1","Confinement simple","106","0.5499999999999999","0.5499999999999999","27","0.4","0.4","0.1","2","11","18.181818181818183","27.27272727272727","66.66666666666666","0","100"
"1426","10","0.5","0.8","0","0.95","1","Confinement simple","135","0.6","0.65","34","0.44999999999999996","0.44999999999999996","0.1","2","13","15.384615384615385","30.76923076923077","60","33.33333333333333","66.66666666666666"
"1434","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.5499999999999999","0.5499999999999999","0.1","2","10","20","20","81.81818181818183","0","100"
"1430","10","0.5","0.8","0","0.95","1","Confinement simple","107","0.7000000000000001","0.7000000000000001","27","0.8999999999999999","0.8999999999999999","0.25","5","14","35.714285714285715","57.14285714285714","60","16.666666666666664","83.33333333333334"
"1428","10","0.5","0.8","0","0.95","1","Confinement simple","127","0.7000000000000001","0.75","32","0.4","0.4","0.1","2","15","13.333333333333334","33.33333333333333","50","33.33333333333333","66.66666666666666"
"1435","10","0.5","0.8","0","0.95","1","Confinement simple","92","0.5499999999999999","0.5499999999999999","23","0.15","0.15","0.05","1","11","9.090909090909092","18.181818181818183","33.33333333333333","50","50"
"1422","10","0.5","0.8","0","0.95","1","Confinement simple","206","0.6","0.8500000000000001","52","1.0999999999999999","1.0999999999999999","0.2","4","17","23.52941176470588","58.82352941176471","62.96296296296296","20","80"
"1433","10","0.5","0.8","0","0.95","1","Confinement simple","120","0.65","0.65","30","0.95","0.95","0.2","4","13","30.76923076923077","46.15384615384615","71.42857142857143","0","100"
"1438","10","0.5","0.8","0","0.95","1","Confinement simple","104","0.6","0.6","26","0.25","0.25","0.1","2","12","16.666666666666664","25","40","33.33333333333333","66.66666666666666"
"1443","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.35000000000000003","0.35000000000000003","0.05","1","10","10","10","85.71428571428571","0","100"
"1432","10","0.5","0.8","0","0.95","1","Confinement simple","141","0.5499999999999999","0.6","35","0.25","0.25","0.05","1","12","8.333333333333332","8.333333333333332","80","0","100"
"1436","10","0.5","0.8","0","0.95","1","Confinement simple","136","0.75","0.8","34","0.95","0.95","0.2","5","16","25","62.5","60","0","100"
"1425","10","0.5","0.8","0","0.95","1","Confinement simple","216","0.65","0.75","54","0.25","0.44999999999999996","0.1","2","15","13.333333333333334","13.333333333333334","77.77777777777779","0","100"
"1440","10","0.5","0.8","0","0.95","1","Confinement simple","106","0.5499999999999999","0.5499999999999999","27","0.3","0.3","0.1","2","11","18.181818181818183","27.27272727272727","57.14285714285714","0","100"
"1437","10","0.5","0.8","0","0.95","1","Confinement simple","135","0.6","0.65","34","0.8","0.8","0.15","3","13","23.076923076923077","38.46153846153847","72.22222222222221","0","100"
"1439","10","0.5","0.8","0","0.95","1","Confinement simple","142","0.5499999999999999","0.7000000000000001","36","1.5","1.5","0.35000000000000003","7","14","50","78.57142857142857","67.64705882352942","0","100"
"1442","10","0.5","0.8","0","0.95","1","Confinement simple","120","0.6","0.6","30","1.15","1.15","0.25","5","12","41.66666666666667","58.333333333333336","72","0","100"
"1447","10","0.5","0.8","0","0.95","1","Confinement simple","94","0.6","0.6","24","0.35000000000000003","0.35000000000000003","0.1","3","12","16.666666666666664","16.666666666666664","71.42857142857143","0","100"
"1448","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.25","0.25","0.1","2","10","20","20","60","0","100"
"1441","10","0.5","0.8","0","0.95","1","Confinement simple","140","0.5499999999999999","0.6","35","0.05","0.05","0.05","1","12","8.333333333333332","8.333333333333332","0","0","100"
"1446","10","0.5","0.8","0","0.95","1","Confinement simple","116","0.5499999999999999","0.5499999999999999","29","0","0","0","0","11","0","0","0","0","0"
"1450","10","0.5","0.8","0","0.95","1","Confinement simple","76","0.5499999999999999","0.5499999999999999","19","0.5","0.5","0.2","4","11","36.36363636363637","36.36363636363637","60","0","100"
"1452","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.1","0.1","0.05","1","10","10","10","50","0","100"
"1453","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0","0","0","0","10","0","0","0","0","0"
"1445","10","0.5","0.8","0","0.95","1","Confinement simple","141","0.6","0.65","35","0.6","0.6","0.15","3","13","23.076923076923077","30.76923076923077","69.23076923076923","0","100"
"1444","10","0.5","0.8","0","0.95","1","Confinement simple","158","0.6","0.8","40","0.44999999999999996","0.44999999999999996","0.1","2","16","12.5","43.75","50","0","100"
"1456","10","0.5","0.8","0","0.95","1","Confinement simple","88","0.5499999999999999","0.5499999999999999","22","0.1","0.1","0.05","1","11","9.090909090909092","9.090909090909092","50","0","100"
"1458","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.35000000000000003","0.35000000000000003","0.1","2","10","20","20","71.42857142857143","0","100"
"1460","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","1","1","0.2","4","10","40","40","80","0","100"
"1451","10","0.5","0.8","0","0.95","1","Confinement simple","137","0.5499999999999999","0.65","34","0","0","0","0","13","0","0","0","0","0"
"1454","10","0.5","0.8","0","0.95","1","Confinement simple","133","0.5499999999999999","0.6","33","0.2","0.2","0.05","1","12","8.333333333333332","8.333333333333332","75","0","100"
"1467","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.25","0.25","0.05","1","10","10","10","80","0","100"
"1457","10","0.5","0.8","0","0.95","1","Confinement simple","128","0.5","0.5499999999999999","32","0.6","0.6","0.15","3","11","27.27272727272727","36.36363636363637","69.23076923076923","0","100"
"1459","10","0.5","0.8","0","0.95","1","Confinement simple","126","0.65","0.65","32","0.4","0.4","0.1","2","13","15.384615384615385","30.76923076923077","60","0","100"
"1468","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.1","0.1","0.05","1","10","10","10","50","0","100"
"1462","10","0.5","0.8","0","0.95","1","Confinement simple","123","0.65","0.65","31","1.0999999999999999","1.0999999999999999","0.2","5","13","30.76923076923077","46.15384615384615","73.91304347826086","20","80"
"1461","10","0.5","0.8","0","0.95","1","Confinement simple","131","0.65","0.7000000000000001","33","1.05","1.05","0.15","3","14","21.428571428571427","42.857142857142854","75","0","100"
"1464","10","0.5","0.8","0","0.95","1","Confinement simple","123","0.65","0.65","31","0.25","0.25","0.1","2","13","15.384615384615385","30.76923076923077","42.857142857142854","0","100"
"1465","10","0.5","0.8","0","0.95","1","Confinement simple","120","0.6","0.6","30","0","0","0","0","12","0","0","0","0","0"
"1455","10","0.5","0.8","0","0.95","1","Confinement simple","176","0.6","0.7000000000000001","44","0.8999999999999999","0.8999999999999999","0.2","4","14","28.57142857142857","50","66.66666666666666","0","100"
"1463","10","0.5","0.8","0","0.95","1","Confinement simple","140","0.6","0.65","35","0.3","0.3","0.05","1","13","7.6923076923076925","15.384615384615385","71.42857142857143","0","100"
"1471","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.15","0.15","0.05","1","10","10","10","66.66666666666666","0","100"
"1472","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.75","0.75","0.15","3","10","30","30","80","0","100"
"1449","10","0.5","0.8","0","0.95","1","Confinement simple","225","0.5","0.75","56","0.75","0.75","0.15","3","15","20","46.666666666666664","63.1578947368421","0","100"
"1470","10","0.5","0.8","0","0.95","1","Confinement simple","100","0.5499999999999999","0.5499999999999999","25","0.75","0.75","0.15","3","11","27.27272727272727","27.27272727272727","80","0","100"
"1477","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0","0","0","0","10","0","0","0","0","0"
"1466","10","0.5","0.8","0","0.95","1","Confinement simple","168","0.65","0.8500000000000001","42","0.75","0.75","0.2","4","17","23.52941176470588","47.05882352941176","55.55555555555556","20","80"
"1480","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.15","0.15","0.05","1","10","10","10","66.66666666666666","0","100"
"1485","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.25","0.25","0.1","2","10","20","20","60","0","100"
"1486","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.1","0.1","0.05","1","10","10","10","50","0","100"
"1476","10","0.5","0.8","0","0.95","1","Confinement simple","112","0.75","0.75","28","1.0999999999999999","1.0999999999999999","0.2","4","15","26.666666666666668","46.666666666666664","72","0","100"
"1475","10","0.5","0.8","0","0.95","1","Confinement simple","124","0.5499999999999999","0.5499999999999999","31","0.44999999999999996","0.44999999999999996","0.1","2","11","18.181818181818183","18.181818181818183","77.77777777777779","0","100"
"1481","10","0.5","0.8","0","0.95","1","Confinement simple","104","0.6","0.6","26","0.35000000000000003","0.35000000000000003","0.1","3","12","16.666666666666664","25","57.14285714285714","33.33333333333333","66.66666666666666"
"1474","10","0.5","0.8","0","0.95","1","Confinement simple","132","0.65","0.7000000000000001","33","0.35000000000000003","0.35000000000000003","0.1","2","14","14.285714285714285","28.57142857142857","42.857142857142854","50","50"
"1473","10","0.5","0.8","0","0.95","1","Confinement simple","139","0.6","0.65","35","0","0","0","0","13","0","0","0","0","0"
"1469","10","0.5","0.8","0","0.95","1","Confinement simple","190","0.65","0.8500000000000001","48","0.5","0.5","0.15","3","17","17.647058823529413","47.05882352941176","42.857142857142854","25","75"
"1484","10","0.5","0.8","0","0.95","1","Confinement simple","110","0.6","0.6","28","0.5","0.5","0.15","3","12","25","41.66666666666667","58.333333333333336","0","100"
"1478","10","0.5","0.8","0","0.95","1","Confinement simple","156","0.5","0.6","39","0.35000000000000003","0.35000000000000003","0.05","1","12","8.333333333333332","25","66.66666666666666","0","100"
"1483","10","0.5","0.8","0","0.95","1","Confinement simple","140","0.6","0.65","35","0.65","0.65","0.2","6","13","30.76923076923077","38.46153846153847","64.28571428571429","0","100"
"1490","10","0.5","0.8","0","0.95","1","Confinement simple","72","0.5","0.5","18","0.5499999999999999","0.5499999999999999","0.15","3","10","30","30","72.72727272727273","0","100"
