"BehaviorSpace results (NetLogo 6.1.1)"
"CoVprehension_backtracking_V11VersionSite_250520.nlogo"
"Explo_V11_Scenario-1-2"
"05/26/2020 00:09:04:623 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-30","30","-40","40"
"[run number]","Nombre-de-cas-au-départ","R0-fixé","probability-asymptomatic-infection","Temps-d'attente-pour-la-réalisation-du-test","Probabilité-que-le-test-soit-efficace","Probabilité-de-respect-du-confinement","fixed-seed?","SCENARIO","Repartition-initiale-des-malades","[step]","MaxI%","nb-non-S%","epidemic-duration-final","Max-Conf%","total-population-locked%"
"590","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","184","1.0999999999999999","1.35","46","2.65","2.65"
"588","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","196","1.4500000000000002","1.7500000000000002","49","2.6","2.6"
"587","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","198","1.6500000000000001","2.35","50","3.05","3.05"
"591","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","196","1.35","1.6500000000000001","49","2.75","2.75"
"593","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","206","1.3","1.55","52","2.1","2.1"
"584","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","295","1.3","2","74","3.1","3.1"
"594","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","202","1.55","1.95","51","2.8000000000000003","2.8000000000000003"
"595","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","215","1.25","1.6500000000000001","54","2.1","2.1"
"597","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","187","1.3","1.6500000000000001","47","2.5","2.5"
"596","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","200","1.35","2.5","50","2.7","2.9000000000000004"
"602","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","146","1.3","1.5","37","2.9000000000000004","2.9000000000000004"
"600","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","164","1.2","1.4500000000000002","41","1.4000000000000001","1.4000000000000001"
"601","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","172","1","1.2","43","1.4000000000000001","1.4000000000000001"
"599","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","201","1.25","1.9","50","2.8000000000000003","2.8000000000000003"
"605","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","164","1.15","1.3","41","1.7999999999999998","1.7999999999999998"
"603","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","191","1.15","1.4000000000000001","48","1.5","1.5"
"608","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","121","1.3","1.3","30","2.3","2.3"
"606","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","178","1.25","2","45","2.0500000000000003","2.3"
"604","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","201","1.2","1.4500000000000002","50","2.75","2.75"
"607","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","165","1.3","1.6500000000000001","41","2.25","2.25"
"598","18","1","0.3","0","0.95","1","false","Confinement simple","Aléatoire","270","1.3","2.1999999999999997","68","3.2","3.2"
"612","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","132","1.05","1.0999999999999999","33","1.35","1.35"
"609","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","192","1.15","1.7500000000000002","48","2.65","2.65"
"611","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","171","1.2","1.55","43","2.35","2.35"
"615","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","161","1.15","1.55","40","1.5","1.5"
"617","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","147","1.25","1.35","37","1.4500000000000002","1.4500000000000002"
"620","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","133","1.15","1.25","33","1.95","1.95"
"610","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","222","1.3","1.7000000000000002","56","1.9","1.9"
"614","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","186","1.3","1.4000000000000001","47","1.7500000000000002","1.7500000000000002"
"621","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","132","1.25","1.3","33","2.1","2.1"
"613","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","201","1.4000000000000001","1.9","50","2.5","2.5"
"616","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","178","1.3","1.5","45","2.0500000000000003","2.0500000000000003"
"618","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","187","1.25","1.5","47","2.35","2.35"
"624","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","160","1.3","1.4500000000000002","40","1.95","1.95"
"619","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","226","1.4000000000000001","2.15","57","2.85","2.85"
"625","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","186","1.3","1.7500000000000002","47","2.7","2.7"
"622","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","226","1.15","1.7000000000000002","57","2.6","2.6"
"631","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","148","1.15","1.25","37","2.0500000000000003","2.0500000000000003"
"630","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","162","1.15","1.4500000000000002","41","2.6","2.6"
"623","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","251","1.15","1.5","63","1.7999999999999998","1.7999999999999998"
"626","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","205","1.2","1.5","51","2.15","2.15"
"633","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","168","1","1.2","42","2.25","2.25"
"628","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","210","1.25","1.8499999999999999","53","2.1","2.1"
"634","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","180","1.25","1.55","45","2.0500000000000003","2.0500000000000003"
"629","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","201","1.2","1.9","50","2.9000000000000004","2.9000000000000004"
"632","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","207","1.05","1.5","52","2.0500000000000003","2.0500000000000003"
"627","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","248","1.25","1.5","62","2.15","2.15"
"637","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","175","1.4000000000000001","1.7000000000000002","44","2.25","2.25"
"638","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","177","0.95","1.35","44","1.9","1.9"
"636","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","228","1","1.7999999999999998","57","1.7999999999999998","2.25"
"643","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","155","1.3","1.4500000000000002","39","2.1999999999999997","2.1999999999999997"
"635","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","283","1","1.3","71","1.6500000000000001","1.6500000000000001"
"639","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","208","1.35","1.9","52","2.9000000000000004","2.9000000000000004"
"640","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","204","1.55","2.0500000000000003","51","3.4000000000000004","3.4000000000000004"
"647","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","148","1.2","1.25","37","1.5","1.5"
"642","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","181","1.6","1.7999999999999998","45","2.35","2.35"
"646","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","150","1.25","1.5","38","2.65","2.65"
"648","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","144","1.15","1.5","36","2.35","2.35"
"645","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","175","1.2","1.6","44","2.35","2.35"
"650","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","155","1.05","1.15","39","1.95","1.95"
"644","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","208","1.25","1.7999999999999998","52","2.1999999999999997","2.1999999999999997"
"641","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","227","1.2","1.7000000000000002","57","2.3","2.3"
"651","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","157","1.0999999999999999","1.25","39","1.4500000000000002","1.4500000000000002"
"653","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","161","1.2","1.6500000000000001","40","2.15","2.15"
"649","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","237","1.4000000000000001","1.9","59","3.15","3.15"
"661","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","138","1.0999999999999999","1.25","35","1.8499999999999999","1.8499999999999999"
"654","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","164","1.05","1.25","41","2.15","2.15"
"659","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","152","1.3","1.5","38","2.45","2.45"
"658","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","152","1.4000000000000001","1.6","38","2.75","2.75"
"655","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","173","1.25","1.4500000000000002","43","1.9","1.9"
"652","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","211","1","1.35","53","1.7500000000000002","1.7500000000000002"
"660","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","163","1.2","1.6500000000000001","41","2.0500000000000003","2.0500000000000003"
"657","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","184","1.4000000000000001","1.7500000000000002","46","2","2"
"656","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","200","1.3","1.7999999999999998","50","2.55","2.55"
"663","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","179","1.3","1.7999999999999998","45","2.3","2.3"
"665","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","173","1.3","1.6500000000000001","43","2.3","2.3"
"664","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","191","1.35","1.6500000000000001","48","2.9499999999999997","2.9499999999999997"
"666","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","192","1.25","1.8499999999999999","48","3","3"
"673","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","129","1.0999999999999999","1.2","32","2.35","2.35"
"670","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","156","1.3","1.6500000000000001","39","2.1999999999999997","2.1999999999999997"
"662","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","249","1.05","1.3","62","2.45","2.45"
"669","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","168","1.15","1.2","42","2.0500000000000003","2.0500000000000003"
"668","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","180","1.35","1.7000000000000002","45","2.4","2.4"
"671","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","163","1.05","1.25","41","2.4","2.4"
"678","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","141","1.3","1.6","35","1.95","1.95"
"672","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","204","1.55","2.1","51","2.5","2.5"
"674","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","197","1.2","1.6500000000000001","49","2.1","2.1"
"677","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","169","1.25","1.4000000000000001","42","2.25","2.25"
"667","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","245","1.15","1.35","61","2.1999999999999997","2.1999999999999997"
"676","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","188","1.15","1.35","47","1.8499999999999999","1.8499999999999999"
"680","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","159","1.4000000000000001","1.6","40","2.3","2.3"
"679","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","179","1.0999999999999999","1.7500000000000002","45","2.1","2.1"
"675","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","233","1.2","1.6","58","2","2"
"681","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","178","1.2","1.4500000000000002","45","1.8499999999999999","1.8499999999999999"
"684","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","144","1.3","1.4500000000000002","36","2.55","2.55"
"683","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","166","1.4000000000000001","1.55","42","2","2"
"687","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","161","1.7999999999999998","2.15","40","3.45","3.45"
"686","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","164","1.55","1.7999999999999998","41","2.5","2.5"
"689","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","150","1.0999999999999999","1.35","38","2.5","2.5"
"693","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","144","1.15","1.4500000000000002","36","2.1999999999999997","2.1999999999999997"
"682","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","226","1.05","1.6","57","2.6","2.6"
"685","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","208","1.4500000000000002","1.6500000000000001","52","2.15","2.15"
"692","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","162","1.3","1.6500000000000001","41","2.85","2.85"
"690","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","173","1.2","1.4500000000000002","43","2.45","2.45"
"694","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","173","1.55","1.8499999999999999","43","2.85","2.85"
"695","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","166","1","1.3","42","2.1999999999999997","2.1999999999999997"
"699","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","143","1.3","1.5","36","2.7","2.7"
"688","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","238","1.35","1.6500000000000001","60","2.5","2.5"
"691","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","240","1.35","1.7000000000000002","60","2.25","2.25"
"696","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","207","1.35","2","52","2.9499999999999997","2.9499999999999997"
"698","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","189","1.05","1.3","47","2","2"
"697","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","197","1.25","1.6500000000000001","49","2.6","2.6"
"703","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","147","1.05","1.15","37","1.7999999999999998","1.7999999999999998"
"706","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","148","1.15","1.4000000000000001","37","2.45","2.45"
"707","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","154","1.05","1.3","39","2.5","2.5"
"702","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","184","1","1.4500000000000002","46","2.0500000000000003","2.0500000000000003"
"700","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","216","1.0999999999999999","1.2","54","1.5","1.5"
"704","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","181","1.2","1.25","45","1.8499999999999999","1.8499999999999999"
"708","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","140","1.15","1.2","35","2.0500000000000003","2.0500000000000003"
"705","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","184","1.5","2","46","2.75","2.75"
"710","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","139","1.0999999999999999","1.3","35","2.0500000000000003","2.0500000000000003"
"709","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","171","1.3","1.5","43","1.4500000000000002","1.4500000000000002"
"715","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","125","1.25","1.25","31","2.45","2.45"
"701","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","268","1.4500000000000002","1.8499999999999999","67","2.8000000000000003","2.8000000000000003"
"713","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","157","1.2","1.4000000000000001","39","2.1","2.1"
"712","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","167","1.15","1.5","42","2.4","2.4"
"717","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","139","1.15","1.2","35","1.6500000000000001","1.6500000000000001"
"722","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","112","0.95","0.95","28","1.35","1.35"
"711","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","219","1","1.4500000000000002","55","2.7","2.7"
"720","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","144","1.05","1.15","36","1.0999999999999999","1.0999999999999999"
"719","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","149","1.35","1.4000000000000001","37","2.0500000000000003","2.0500000000000003"
"716","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","177","1.35","1.55","44","1.55","1.55"
"721","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","165","1","1.0999999999999999","41","1.6","1.6"
"725","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","157","1.0999999999999999","1.15","39","2.15","2.15"
"723","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","181","1.05","1.3","45","1.8499999999999999","1.8499999999999999"
"729","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","124","1.2","1.2","31","2.35","2.35"
"714","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","240","1.05","1.6","60","2.65","2.65"
"730","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","107","0.95","0.95","27","1.4000000000000001","1.4000000000000001"
"718","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","229","1.05","1.2","57","1.7000000000000002","1.7000000000000002"
"724","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","196","1.25","2","49","2.85","2.85"
"732","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","121","1.25","1.25","30","2.3","2.3"
"727","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","187","1.15","1.5","47","2.25","2.25"
"726","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","199","1.4500000000000002","1.9","50","2.65","2.65"
"734","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","129","1.25","1.3","32","2.7","2.7"
"731","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","193","1.2","1.4000000000000001","48","2.0500000000000003","2.0500000000000003"
"728","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","229","1.25","1.5","57","2.4","2.4"
"735","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","172","1.25","1.55","43","2.3","2.3"
"738","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","136","1.15","1.3","34","2","2"
"736","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","161","1.25","1.6500000000000001","40","3.1","3.1"
"737","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","150","1.2","1.25","38","1.7000000000000002","1.7000000000000002"
"733","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","207","1.0999999999999999","1.55","52","2.1999999999999997","2.1999999999999997"
"741","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","176","1.4000000000000001","1.6500000000000001","44","2.75","2.75"
"739","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","192","1.25","1.55","48","2.3","2.3"
"747","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","146","1.05","1.15","37","2.1","2.1"
"745","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","176","1.35","1.7999999999999998","44","2.65","2.65"
"750","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","129","1.0999999999999999","1.15","32","2.6","2.6"
"742","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","223","1.4000000000000001","2.1","56","2.6","2.6"
"740","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","238","1.4500000000000002","1.7999999999999998","60","2.8000000000000003","2.8000000000000003"
"746","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","196","1.35","1.55","49","2.3","2.3"
"751","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","149","1","1.15","37","1.5","1.5"
"744","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","221","1.0999999999999999","1.5","55","2.25","2.25"
"743","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","243","1.2","2.0500000000000003","61","2.8000000000000003","2.8000000000000003"
"754","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","148","1","1.0999999999999999","37","1.8499999999999999","1.8499999999999999"
"748","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","196","1.2","1.4500000000000002","49","2.35","2.35"
"755","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","123","1.15","1.15","31","1.7500000000000002","1.7500000000000002"
"753","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","166","1.05","1.0999999999999999","42","1.4000000000000001","1.4000000000000001"
"756","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","124","1.15","1.15","31","1.7999999999999998","1.7999999999999998"
"749","18","1","0.3","0","0.95","1","false","Confinement simple","Concentrés","228","1.3","2.25","57","3.3000000000000003","3.3000000000000003"
"752","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","213","0.8999999999999999","1.0999999999999999","53","1.55","1.55"
"757","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","153","1.0999999999999999","1.25","38","1.55","1.55"
"758","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","138","1.15","1.2","35","1.55","1.55"
"759","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","138","1.05","1.0999999999999999","35","1.8499999999999999","1.8499999999999999"
"763","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","125","1.05","1.05","31","1.6500000000000001","1.6500000000000001"
"762","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","150","0.8999999999999999","1.15","38","1.25","1.25"
"761","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","144","1.0999999999999999","1.2","36","1.7999999999999998","1.7999999999999998"
"766","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","133","1.05","1.15","33","1.2","1.2"
"769","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","125","1","1","31","1.7999999999999998","1.7999999999999998"
"768","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","136","1","1.15","34","1.6500000000000001","1.6500000000000001"
"770","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","138","1.0999999999999999","1.15","35","1.3","1.3"
"760","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","191","1.15","1.4000000000000001","48","2.5","2.5"
"773","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","110","1.0999999999999999","1.0999999999999999","28","1.8499999999999999","1.8499999999999999"
"764","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","185","1.05","1.2","46","2.1","2.1"
"774","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","110","1","1","28","1.55","1.55"
"767","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","180","1.25","1.6","45","2.25","2.25"
"776","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","106","1","1","27","1.25","1.25"
"765","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","212","1.05","1.4000000000000001","53","1.7500000000000002","1.7500000000000002"
"772","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","166","1.05","1.25","42","1.9","1.9"
"771","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","175","1","1.0999999999999999","44","1.55","1.55"
"777","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","143","1.15","1.3","36","1.9","1.9"
"775","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","165","1","1.15","41","1.7500000000000002","1.7500000000000002"
"779","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","137","1.05","1.2","34","1.55","1.55"
"781","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","122","1.2","1.2","31","1.7999999999999998","1.7999999999999998"
"778","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","151","0.8999999999999999","1.25","38","1.8499999999999999","1.8499999999999999"
"788","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","72","0.8999999999999999","0.8999999999999999","18","1.35","1.35"
"782","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","128","1.15","1.2","32","1.5","1.5"
"785","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","136","1.05","1.15","34","1.9","1.9"
"780","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","187","1.05","1.15","47","1.6","1.6"
"786","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","152","1.25","1.35","38","2.25","2.25"
"784","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","175","1.05","1.15","44","1.7000000000000002","1.7000000000000002"
"783","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","188","1.0999999999999999","1.35","47","1.6500000000000001","1.6500000000000001"
"791","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","135","1","1.0999999999999999","34","1.6500000000000001","1.6500000000000001"
"795","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","122","1","1","31","1.4500000000000002","1.4500000000000002"
"794","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","134","0.95","1.0999999999999999","34","1.6500000000000001","1.6500000000000001"
"790","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","175","1.15","1.3","44","1.6","1.6"
"798","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","138","1.0999999999999999","1.2","35","1.55","1.55"
"787","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","222","1.05","1.25","56","2.0500000000000003","2.0500000000000003"
"792","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","166","1.2","1.35","42","2.15","2.15"
"793","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","178","1.2","1.3","45","1.6500000000000001","1.6500000000000001"
"799","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","136","1","1.0999999999999999","34","1.7500000000000002","1.7500000000000002"
"796","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","167","1.15","1.55","42","1.95","1.95"
"789","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","232","1.05","1.35","58","1.35","1.35"
"801","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","143","1.2","1.3","36","2.1","2.1"
"800","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","154","1.05","1.25","39","1.7999999999999998","1.7999999999999998"
"797","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","215","1.05","1.2","54","1.35","1.35"
"806","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","116","1","1","29","1.6","1.6"
"807","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","123","1.05","1.05","31","1.4500000000000002","1.4500000000000002"
"802","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","182","1.2","1.4500000000000002","46","1.7000000000000002","1.7000000000000002"
"808","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","125","1.05","1.05","31","1.2","1.2"
"805","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","149","1.15","1.2","37","1.8499999999999999","1.8499999999999999"
"810","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","131","1.05","1.0999999999999999","33","1.9","1.9"
"812","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","122","1","1","31","1.6","1.6"
"809","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","146","1.05","1.25","37","1.8499999999999999","1.8499999999999999"
"804","18","1","0.3","0","0.95","1","false","Confinement simple","Bien répartis","211","1.05","1.6500000000000001","53","2.25","2.25"
